"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"229","OlfT_Olfactory Tubercle, Left","datasource",1,1137,1569.321,2.42e-216,"*",0.58,1.00188e-213
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,1137,1393.142,1.04e-199,"*",0.551,4.3056e-197
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,1137,1690.406,3.72e-227,"*",0.598,1.54008e-224
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,1137,1745.313,6.6e-232,"*",0.606,2.7324e-229
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,1137,1110.57,1.89e-170,"*",0.494,7.8246e-168
"234","OPs_occipital pole, Left, superior aspect","datasource",1,1137,1384.659,7e-199,"*",0.549,2.898e-196
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,1137,1662.814,9.86e-225,"*",0.594,4.08204e-222
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,1137,1902.346,5.19e-245,"*",0.626,2.14866e-242
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,1137,1641.038,8.37e-223,"*",0.591,3.46518e-220
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,1137,1776.439,1.47e-234,"*",0.61,6.0858e-232
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,1137,1678.522,4.09e-226,"*",0.596,1.69326e-223
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,1137,1718.078,1.46e-229,"*",0.602,6.0444e-227
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,1137,1601.822,2.72e-219,"*",0.585,1.12608e-216
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,1137,1416.904,5.08e-202,"*",0.555,2.10312e-199
"243","PalHy_Pallidohypothalamic Nucleus, Left","datasource",1,1137,1693.194,2.13e-227,"*",0.598,8.81819999999999e-225
"244","PaOG_parolfactory gyri, Left","datasource",1,1137,1709.64,7.87e-229,"*",0.601,3.25818e-226
"245","PaOG_parolfactory gyri, Right","datasource",1,1137,1690.992,3.31e-227,"*",0.598,1.37034e-224
"246","PCLa_paracentral lobule, anterior part, Left","datasource",1,1137,1768.429,7.02e-234,"*",0.609,2.90628e-231
"247","PCLa-i_paracentral lobule, anterior part, Left, inferior bank of gyrus","datasource",1,1137,1708.286,1.03e-228,"*",0.6,4.2642e-226
"248","PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus","datasource",1,1137,1897.359,1.32e-244,"*",0.625,5.4648e-242
"249","PCLa-s_paracentral lobule, anterior part, Left, superior bank of gyrus","datasource",1,1137,1682.553,1.81e-226,"*",0.597,7.4934e-224
"250","PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus","datasource",1,1137,1903.152,4.46e-245,"*",0.626,1.84644e-242
"251","PCLp-cs_paracentral lobule, posterior part, Left, bank of cingulate sulcus","datasource",1,1137,1481.44,3.47e-208,"*",0.566,1.43658e-205
"252","PCLp-cs_paracentral lobule, posterior part, Right, bank of cingulate sulcus","datasource",1,1137,1860.204,1.46e-241,"*",0.621,6.0444e-239
"253","PCLp-l_paracentral lobule, posterior part, Left, lateral bank of gyrus","datasource",1,1137,1349.548,2.04e-195,"*",0.543,8.4456e-193
"254","PCLp-l_paracentral lobule, posterior part, Right, lateral bank of gyrus","datasource",1,1137,1842.807,4e-240,"*",0.618,1.656e-237
"255","Pcu-i_precuneus, Left, inferior lateral bank of gyrus","datasource",1,1137,1629.32,9.27e-222,"*",0.589,3.83778e-219
"256","Pcu-i_precuneus, Right,  inferior lateral bank of gyrus","datasource",1,1137,1922.62,1.18e-246,"*",0.628,4.8852e-244
"257","Pcu-s_precuneus, Left,  superior lateral bank of gyrus","datasource",1,1137,1638.39,1.44e-222,"*",0.59,5.9616e-220
"258","Pcu-s_precuneus, Right, superior lateral bank of gyrus","datasource",1,1137,1725.142,3.59e-230,"*",0.603,1.48626e-227
"259","PeF_Perifornical Nucleus, Left","datasource",1,1137,1889.295,5.99e-244,"*",0.624,2.47986e-241
"260","PHA_Posterior Hypothalamic Area, Left","datasource",1,1137,1593.237,1.62e-218,"*",0.584,6.7068e-216
"261","PHA_Posterior Hypothalamic Area, Right","datasource",1,1137,1832.474,2.88e-239,"*",0.617,1.19232e-236
"262","PHG-cos_parahippocampal gyrus, Left, bank of the cos","datasource",1,1137,1653.054,7.18e-224,"*",0.592,2.97252e-221
"263","PHG-cos_parahippocampal gyrus, Right, bank of the cos","datasource",1,1137,1937.648,7.28e-248,"*",0.63,3.01392e-245
"264","PHG-l_parahippocampal gyrus, Left, lateral bank of gyrus","datasource",1,1137,1637.412,1.76e-222,"*",0.59,7.2864e-220
"265","PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus","datasource",1,1137,1877.911,5.11e-243,"*",0.623,2.11554e-240
"266","PIN_pineal","datasource",1,1137,1374.829,6.46e-198,"*",0.547,2.67444e-195
"267","Pir_piriform cortex, left","datasource",1,1137,1552.434,8.51999999999999e-215,"*",0.577,3.52728e-212
"268","PLP_planum polare, Left","datasource",1,1137,1696.378,1.12e-227,"*",0.599,4.6368e-225
"269","PLP_planum polare, Right","datasource",1,1137,1646.602,2.68e-223,"*",0.592,1.10952e-220
"270","PLT_planum temporale, Left","datasource",1,1137,1683.718,1.43e-226,"*",0.597,5.9202e-224
"271","PLT_planum temporale, Right","datasource",1,1137,1955.326,2.79e-249,"*",0.632,1.15506e-246
"272","Pn_pontine nuclei, Left","datasource",1,1137,1729.538,1.5e-230,"*",0.603,6.21e-228
"273","Pn_pontine nuclei, Right","datasource",1,1137,1927.248,5e-247,"*",0.629,2.07e-244
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,1137,1719.489,1.1e-229,"*",0.602,4.554e-227
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,1137,1822.53,1.94e-238,"*",0.616,8.0316e-236
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,1137,1661.361,1.32e-224,"*",0.594,5.4648e-222
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,1137,1888.484,6.98e-244,"*",0.624,2.88972e-241
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,1137,1728.785,1.74e-230,"*",0.603,7.2036e-228
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,1137,1848.075,1.46e-240,"*",0.619,6.0444e-238
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,1137,1621.542,4.6e-221,"*",0.588,1.9044e-218
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,1137,1888.362,7.15e-244,"*",0.624,2.9601e-241
"282","POrG_posterior orbital gyrus, Left","datasource",1,1137,1440.92,2.47e-204,"*",0.559,1.02258e-201
"283","POrG_posterior orbital gyrus, Right","datasource",1,1137,1761.297,2.84e-233,"*",0.608,1.17576e-230
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,1137,1839.721,7.21e-240,"*",0.618,2.98494e-237
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,1137,2121.471,3.3e-262,"*",0.651,1.3662e-259
"286","PRF_Pontine Reticular Formation, Left","datasource",1,1137,1843.5,3.5e-240,"*",0.619,1.449e-237
"287","PRF_Pontine Reticular Formation, Right","datasource",1,1137,1945.405,1.74e-248,"*",0.631,7.2036e-246
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,1137,1825.379,1.12e-238,"*",0.616,4.6368e-236
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,1137,1791.029,8.55e-236,"*",0.612,3.5397e-233
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,1137,1746.012,5.75e-232,"*",0.606,2.3805e-229
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,1137,1897.606,1.26e-244,"*",0.625,5.2164e-242
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,1137,1666.86,4.33e-225,"*",0.594,1.79262e-222
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,1137,1877.006,6.07e-243,"*",0.623,2.51298e-240
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,1137,1699.45,6.05e-228,"*",0.599,2.5047e-225
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,1137,1860.628,1.35e-241,"*",0.621,5.589e-239
"296","PrOR_Preoptic Region, Left","datasource",1,1137,1503.291,3.07e-210,"*",0.569,1.27098e-207
"297","PrOR_Preoptic Region, Right","datasource",1,1137,1524.25,3.41e-212,"*",0.573,1.41174e-209
"298","PTec_Pretectal Region","datasource",1,1137,1726.85,2.55e-230,"*",0.603,1.0557e-227
"299","PTG_paraterminal gyrus, Right","datasource",1,1137,1983.941,1.48e-251,"*",0.636,6.1272e-249
"300","Pu_Putamen, Left","datasource",1,1137,1594.827,1.17e-218,"*",0.584,4.8438e-216
"301","Pu_Putamen, Right","datasource",1,1137,1763.659,1.79e-233,"*",0.608,7.4106e-231
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,1137,1272.909,1.11e-187,"*",0.528,4.5954e-185
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,1137,1792.629,6.27e-236,"*",0.612,2.59578e-233
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,1137,1189.921,5.05e-179,"*",0.511,2.0907e-176
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,1137,1828.73,5.91e-239,"*",0.617,2.44674e-236
"306","PV-III_III, Left Paravermis","datasource",1,1137,1384.855,6.69e-199,"*",0.549,2.76966e-196
"307","PV-III_III, Right Paravermis","datasource",1,1137,1736.886,3.49e-231,"*",0.604,1.44486e-228
"308","PV-IV_IV, Left Paravermis","datasource",1,1137,1296.053,4.82e-190,"*",0.533,1.99548e-187
"309","PV-IV_IV, Right Paravermis","datasource",1,1137,1756.653,7.07e-233,"*",0.607,2.92698e-230
"310","PV-IX_IX, Left Paravermis","datasource",1,1137,1345.154,5.58e-195,"*",0.542,2.31012e-192
"311","PV-IX_IX, Right Paravermis","datasource",1,1137,1931.791,2.15e-247,"*",0.629,8.90099999999999e-245
"312","PV-V_V, Left Paravermis","datasource",1,1137,1319.117,2.25e-192,"*",0.537,9.315e-190
"313","PV-V_V, Right Paravermis","datasource",1,1137,1823.029,1.77e-238,"*",0.616,7.3278e-236
"314","PV-VI_VI, Left Paravermis","datasource",1,1137,1381.829,1.33e-198,"*",0.549,5.5062e-196
"315","PV-VI_VI, Right Paravermis","datasource",1,1137,1779.648,7.84e-235,"*",0.61,3.24576e-232
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,1137,1386.795,4.32e-199,"*",0.549,1.78848e-196
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,1137,1807.747,3.36e-237,"*",0.614,1.39104e-234
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,1137,1300.185,1.84e-190,"*",0.533,7.6176e-188
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,1137,1594.29,1.3e-218,"*",0.584,5.382e-216
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,1137,1349.271,2.17e-195,"*",0.543,8.9838e-193
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,1137,1707.166,1.29e-228,"*",0.6,5.3406e-226
"322","PV-X_X, Left Paravermis","datasource",1,1137,1806.946,3.92e-237,"*",0.614,1.62288e-234
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,1137,1650.966,1.1e-223,"*",0.592,4.554e-221
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,1137,1789.033,1.26e-235,"*",0.611,5.2164e-233
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,1137,1824.36,1.37e-238,"*",0.616,5.6718e-236
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,1137,2134.582,3.36e-263,"*",0.652,1.39104e-260
"327","RaM_raphe nuclei of medulla","datasource",1,1137,1930.291,2.84e-247,"*",0.629,1.17576e-244
"328","RN_Red Nucleus, Left","datasource",1,1137,1823.338,1.66e-238,"*",0.616,6.8724e-236
"329","RN_Red Nucleus, Right","datasource",1,1137,2417.585,1.08e-283,"*",0.68,4.4712e-281
"330","RPn_pontine raphe nucleus","datasource",1,1137,1682.982,1.66e-226,"*",0.597,6.8724e-224
"331","RPn_pontine raphe nucleus, Left","datasource",1,1137,1575.024,7.31e-217,"*",0.581,3.02634e-214
"332","S_subiculum, Left","datasource",1,1137,1541.905,7.94e-214,"*",0.576,3.28716e-211
"333","S_subiculum, Right","datasource",1,1137,1780.815,6.24e-235,"*",0.61,2.58336e-232
"334","Sb_Subthalamic Nucleus, Left","datasource",1,1137,1732.654,8.07e-231,"*",0.604,3.34098e-228
"335","Sb_Subthalamic Nucleus, Right","datasource",1,1137,2149.816,2.39e-264,"*",0.654,9.89459999999999e-262
"336","SC_Superior Colliculus, Left","datasource",1,1137,1697.319,9.29e-228,"*",0.599,3.84606e-225
"337","SC_Superior Colliculus, Right","datasource",1,1137,2213.396,4.43e-269,"*",0.661,1.83402e-266
"338","SCG_subcallosal gyrus, Left","datasource",1,1137,1682.865,1.7e-226,"*",0.597,7.038e-224
"339","SCG_subcollosal gyrus, Right","datasource",1,1137,1788.296,1.45e-235,"*",0.611,6.003e-233
"340","SFG_superior frontal gyrus, Left","datasource",1,1137,1338.926,2.33e-194,"*",0.541,9.6462e-192
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,1137,1705.903,1.66e-228,"*",0.6,6.8724e-226
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,1137,1840.299,6.46e-240,"*",0.618,2.67444e-237
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,1137,1686.701,7.85e-227,"*",0.597,3.2499e-224
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,1137,1842.774,4.02e-240,"*",0.618,1.66428e-237
"345","SI_Substantia Innominata, Left","datasource",1,1137,1732.882,7.72e-231,"*",0.604,3.19608e-228
"346","SI_Substantia Innominata, Right","datasource",1,1137,1808.588,2.85e-237,"*",0.614,1.1799e-234
"347","SIG_Short Insular Gyri, Left","datasource",1,1137,1646.933,2.51e-223,"*",0.592,1.03914e-220
"348","SIG_Short Insular Gyri, Right","datasource",1,1137,1839.636,7.33e-240,"*",0.618,3.03462e-237
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,1137,1564.824,6.24e-216,"*",0.579,2.58336e-213
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,1137,1975.727,6.63e-251,"*",0.635,2.74482e-248
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,1137,1650.46,1.22e-223,"*",0.592,5.0508e-221
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,1137,1858.401,2.05e-241,"*",0.62,8.487e-239
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,1137,1768.146,7.42e-234,"*",0.609,3.07188e-231
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,1137,2203.601,2.34e-268,"*",0.66,9.68759999999999e-266
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,1137,2000.366,7.48e-253,"*",0.638,3.09672e-250
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,1137,2715.665,1.39e-303,"*",0.705,5.7546e-301
"357","SO_Supraoptic Nucleus, Left","datasource",1,1137,1617.787,9.98e-221,"*",0.587,4.13172e-218
"358","SO_Supraoptic Nucleus, Right","datasource",1,1137,1574.279,8.54999999999999e-217,"*",0.581,3.5397e-214
"359","SOC_Superior Olivary Complex, Left","datasource",1,1137,1642.219,6.57e-223,"*",0.591,2.71998e-220
"360","SOC_Superior Olivary Complex, Right","datasource",1,1137,2154.709,1.03e-264,"*",0.655,4.2642e-262
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,1137,1533.127,5.14e-213,"*",0.574,2.12796e-210
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,1137,1437.191,5.63e-204,"*",0.558,2.33082e-201
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,1137,1631.26,6.22e-222,"*",0.589,2.57508e-219
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,1137,1686.35,8.43e-227,"*",0.597,3.49002e-224
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,1137,2005.589,2.9e-253,"*",0.638,1.2006e-250
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,1137,2234.994,1.15e-270,"*",0.663,4.761e-268
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,1137,1652.114,8.69999999999999e-224,"*",0.592,3.6018e-221
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,1137,1695.621,1.31e-227,"*",0.599,5.4234e-225
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,1137,1578.69,3.39e-217,"*",0.581,1.40346e-214
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,1137,1891.385,4.05e-244,"*",0.625,1.6767e-241
"371","SptN_Septal nuclei, Left","datasource",1,1137,1612.075,3.25e-220,"*",0.586,1.3455e-217
"372","SptN_Septal nuclei, Right","datasource",1,1137,1563.985,7.44e-216,"*",0.579,3.08016e-213
"373","SRoG_superior rostral gyrus, Left","datasource",1,1137,1581.821,1.76e-217,"*",0.582,7.2864e-215
"374","SRoG_superior rostral gyrus, Right","datasource",1,1137,1839.437,7.61e-240,"*",0.618,3.15054e-237
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,1137,1653.013,7.24e-224,"*",0.592,2.99736e-221
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,1137,1852.612,6.17e-241,"*",0.62,2.55438e-238
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,1137,1672.798,1.3e-225,"*",0.595,5.382e-223
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,1137,1998.548,1.04e-252,"*",0.637,4.3056e-250
"379","SubC_nucleus subceruleus, Left","datasource",1,1137,1724.452,4.11e-230,"*",0.603,1.70154e-227
"380","SubC_nucleus subceruleus, Right","datasource",1,1137,1966.561,3.55e-250,"*",0.634,1.4697e-247
"381","SubCn_subcuneiform nucleus, Left","datasource",1,1137,2136.269,2.51e-263,"*",0.653,1.03914e-260
"382","SubCn_subcuneiform nucleus, Right","datasource",1,1137,2349.54,6.43e-279,"*",0.674,2.66202e-276
"383","SuM_Supramammillary Nucleus, Left","datasource",1,1137,1448.073,5.11e-205,"*",0.56,2.11554e-202
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,1137,1586.232,7e-218,"*",0.582,2.898e-215
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,1137,1992.256,3.26e-252,"*",0.637,1.34964e-249
"386","TG_transverse gyri, Left","datasource",1,1137,1715.759,2.32e-229,"*",0.601,9.6048e-227
"387","TG_transverse gyri, Right","datasource",1,1137,1912.647,7.57e-246,"*",0.627,3.13398e-243
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,1137,1493.664,2.45e-209,"*",0.568,1.0143e-206
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,1137,1655.612,4.27e-224,"*",0.593,1.76778e-221
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,1137,1734.607,5.48e-231,"*",0.604,2.26872e-228
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,1137,1757.065,6.52e-233,"*",0.607,2.69928e-230
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,1137,1902.581,4.96e-245,"*",0.626,2.05344e-242
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,1137,1703.09,2.92e-228,"*",0.6,1.20888e-225
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,1137,1690.206,3.88e-227,"*",0.598,1.60632e-224
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,1137,1680.237,2.89e-226,"*",0.596,1.19646e-223
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,1137,2021.929,1.52e-254,"*",0.64,6.2928e-252
"397","Ve-I-II_I-II","datasource",1,1137,1263.429,1.04e-186,"*",0.526,4.3056e-184
"398","Ve-III_III","datasource",1,1137,1473.69,1.87e-207,"*",0.564,7.7418e-205
"399","Ve-IV_IV","datasource",1,1137,1399.359,2.56e-200,"*",0.552,1.05984e-197
"400","Ve-IX_IX","datasource",1,1137,1346.581,4.02e-195,"*",0.542,1.66428e-192
"401","Ve-V_V","datasource",1,1137,1300.217,1.82e-190,"*",0.533,7.5348e-188
"402","Ve-VI_VI","datasource",1,1137,1391.27,1.58e-199,"*",0.55,6.5412e-197
"403","Ve-VIIAf_VIIAf","datasource",1,1137,1205.81,1.05e-180,"*",0.515,4.347e-178
"404","Ve-VIIAt_VIIAt","datasource",1,1137,1263.078,1.13e-186,"*",0.526,4.6782e-184
"405","Ve-VIIB_VIIB","datasource",1,1137,1385.565,5.7e-199,"*",0.549,2.3598e-196
"406","Ve-VIIIA_VIIIA","datasource",1,1137,1346.719,3.9e-195,"*",0.542,1.6146e-192
"407","Ve-VIIIB_VIIIB","datasource",1,1137,1403.897,9.27e-201,"*",0.553,3.83778e-198
"408","Ve-X_X","datasource",1,1137,1384.261,7.65e-199,"*",0.549,3.1671e-196
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,1137,1635.453,2.63e-222,"*",0.59,1.08882e-219
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,1137,1505.539,1.89e-210,"*",0.57,7.8246e-208
"411","VTA_ventral tegmental area, Left","datasource",1,1137,1944.098,2.21e-248,"*",0.631,9.1494e-246
"412","VTA_ventral tegmental area, Right","datasource",1,1137,2489.425,1.23e-288,"*",0.686,5.0922e-286
"413","ZI_Zona Incerta, Left","datasource",1,1137,1946.685,1.37e-248,"*",0.631,5.6718e-246
"414","ZI_Zona Incerta, Right","datasource",1,1137,2939.68,1.52999976502146e-317,"*",0.721,6.33419902718886e-315
