"","variable_pairwise","stage_pairwise","estimate","SE","df","t.ratio","p.value"
"286","OFC_orbital frontal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Infant",-63.1416666666675,706.911680377518,19120,-0.0893204461311876,0.928828180883036
"287","OFC_orbital frontal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Infant",-129.154166666671,706.911680377518,19120,-0.182701984210669,0.855033795857812
"288","OFC_orbital frontal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",-111.708333333334,706.911680377518,19120,-0.158023040832594,0.874440311645427
"289","OFC_orbital frontal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",-128.070833333334,706.911680377518,19120,-0.181169496683008,0.856236456819073
"290","OFC_orbital frontal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",408.28333333333,706.911680377518,19120,0.577559184076986,0.563568571069328
"291","OFC_orbital frontal cortex - STR_striatum","Adolescent - Infant",130.804166666667,706.911680377519,19120,0.185036080598941,0.853202698559922
"292","OFC_orbital frontal cortex - AMY_amygdaloid complex","Adolescent - Infant",81.4124999999983,706.911680377519,19120,0.115166437703393,0.9083144098292
"293","OFC_orbital frontal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-157.166666666668,706.911680377519,19120,-0.222328575166185,0.824060483612743
"294","OFC_orbital frontal cortex - CBC_cerebellar cortex","Adolescent - Infant",32.1166666666654,706.911680377519,19120,0.0454323610122185,0.963763161714783
"295","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - IPC_posteroventral (inferior) parietal cortex","Adolescent - Infant",-204.062499999999,706.911680377518,19120,-0.288667602565319,0.772838886463155
"296","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - A1C_primary auditory cortex (core)","Adolescent - Infant",300.7625,706.911680377518,19120,0.42545979695707,0.670506311457047
"297","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Infant",25.1291666666673,706.911680377518,19120,0.035547816458836,0.971643289515189
"298","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Infant",-40.8833333333358,706.911680377518,19120,-0.0578337216206451,0.953881681511206
"299","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",-23.4374999999997,706.911680377518,19120,-0.0331547782425708,0.973551506090903
"300","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",-39.7999999999993,706.911680377518,19120,-0.056301234092984,0.95510242402466
"301","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",496.554166666665,706.911680377518,19120,0.702427446667009,0.482421184799398
"302","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - STR_striatum","Adolescent - Infant",219.075000000002,706.911680377518,19120,0.309904343188965,0.756637077362163
"303","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - AMY_amygdaloid complex","Adolescent - Infant",169.683333333333,706.911680377518,19120,0.240034700293417,0.810305929135513
"304","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-68.8958333333328,706.911680377518,19120,-0.0974603125761619,0.922361871671386
"305","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - CBC_cerebellar cortex","Adolescent - Infant",120.3875,706.911680377518,19120,0.170300623602242,0.864775522734046
"306","IPC_posteroventral (inferior) parietal cortex - A1C_primary auditory cortex (core)","Adolescent - Infant",504.824999999999,706.911680377518,19120,0.714127399522389,0.475157122191093
"307","IPC_posteroventral (inferior) parietal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Infant",229.191666666667,706.911680377518,19120,0.324215419024155,0.745778495887861
"308","IPC_posteroventral (inferior) parietal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Infant",163.179166666664,706.911680377518,19120,0.230833880944674,0.817446328569566
"309","IPC_posteroventral (inferior) parietal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",180.625,706.911680377518,19120,0.255512824322748,0.798329788362515
"310","IPC_posteroventral (inferior) parietal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",164.2625,706.911680377518,19120,0.232366368472335,0.816255955150154
"311","IPC_posteroventral (inferior) parietal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",700.616666666665,706.911680377518,19120,0.991095049232328,0.321651712235693
"312","IPC_posteroventral (inferior) parietal cortex - STR_striatum","Adolescent - Infant",423.137500000001,706.911680377518,19120,0.598571945754284,0.549465459446977
"313","IPC_posteroventral (inferior) parietal cortex - AMY_amygdaloid complex","Adolescent - Infant",373.745833333333,706.911680377518,19120,0.528702302858736,0.597018116363128
"314","IPC_posteroventral (inferior) parietal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",135.166666666667,706.911680377519,19120,0.191207289989157,0.848365222652003
"315","IPC_posteroventral (inferior) parietal cortex - CBC_cerebellar cortex","Adolescent - Infant",324.45,706.911680377518,19120,0.458968226167561,0.646262200695194
"316","A1C_primary auditory cortex (core) - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Infant",-275.633333333332,706.911680377518,19120,-0.389911980498233,0.696605977706479
"317","A1C_primary auditory cortex (core) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Infant",-341.645833333335,706.911680377518,19120,-0.483293518577715,0.628892875529039
"318","A1C_primary auditory cortex (core) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",-324.199999999999,706.911680377518,19120,-0.45861457519964,0.646516180899604
"319","A1C_primary auditory cortex (core) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",-340.562499999999,706.911680377518,19120,-0.481761031050053,0.62998122911407
"320","A1C_primary auditory cortex (core) - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",195.791666666666,706.911680377518,19120,0.27696764970994,0.781807940606805
"321","A1C_primary auditory cortex (core) - STR_striatum","Adolescent - Infant",-81.6874999999975,706.911680377518,19120,-0.115555453768105,0.90800608255838
"322","A1C_primary auditory cortex (core) - AMY_amygdaloid complex","Adolescent - Infant",-131.079166666666,706.911680377518,19120,-0.185425096663653,0.852897592290929
"323","A1C_primary auditory cortex (core) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-369.658333333332,706.911680377518,19120,-0.522920109533231,0.60103590917511
"324","A1C_primary auditory cortex (core) - CBC_cerebellar cortex","Adolescent - Infant",-180.374999999999,706.911680377518,19120,-0.255159173354827,0.798602906964977
"325","STC_posterior (caudal) superior temporal cortex (area 22c) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Infant",-66.0125000000031,706.911680377518,19120,-0.093381538079481,0.925601435326717
"326","STC_posterior (caudal) superior temporal cortex (area 22c) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",-48.566666666667,706.911680377518,19120,-0.0687025947014068,0.945227071240202
"327","STC_posterior (caudal) superior temporal cortex (area 22c) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",-64.9291666666667,706.911680377518,19120,-0.09184905055182,0.926818934266965
"328","STC_posterior (caudal) superior temporal cortex (area 22c) - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",471.424999999998,706.911680377518,19120,0.666879630208173,0.504857070495129
"329","STC_posterior (caudal) superior temporal cortex (area 22c) - STR_striatum","Adolescent - Infant",193.945833333335,706.911680377518,19120,0.274356526730129,0.783813612259807
"330","STC_posterior (caudal) superior temporal cortex (area 22c) - AMY_amygdaloid complex","Adolescent - Infant",144.554166666666,706.911680377518,19120,0.204486883834581,0.837975217170211
"331","STC_posterior (caudal) superior temporal cortex (area 22c) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-94.0250000000001,706.911680377518,19120,-0.133008129034998,0.894188351306963
"332","STC_posterior (caudal) superior temporal cortex (area 22c) - CBC_cerebellar cortex","Adolescent - Infant",95.2583333333329,706.911680377518,19120,0.134752807143406,0.892808738249605
"333","ITC_inferolateral temporal cortex (area TEv, area 20) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Infant",17.4458333333361,706.911680377518,19120,0.0246789433780743,0.980311308257233
"334","ITC_inferolateral temporal cortex (area TEv, area 20) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",1.08333333333646,706.911680377518,19120,0.00153248752766105,0.998777268328394
"335","ITC_inferolateral temporal cortex (area TEv, area 20) - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",537.437500000001,706.911680377518,19120,0.760261168287655,0.44710786283731
"336","ITC_inferolateral temporal cortex (area TEv, area 20) - STR_striatum","Adolescent - Infant",259.958333333338,706.911680377518,19120,0.36773806480961,0.713072625208984
"337","ITC_inferolateral temporal cortex (area TEv, area 20) - AMY_amygdaloid complex","Adolescent - Infant",210.566666666669,706.911680377518,19120,0.297868421914062,0.765806826610228
"338","ITC_inferolateral temporal cortex (area TEv, area 20) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-28.012499999997,706.911680377518,19120,-0.0396265909555169,0.968391241297131
"339","ITC_inferolateral temporal cortex (area TEv, area 20) - CBC_cerebellar cortex","Adolescent - Infant",161.270833333336,706.911680377518,19120,0.228134345222887,0.819544239947193
"340","(V1C_primary visual cortex (striate cortex, area V1/17)) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Infant",-16.3624999999996,706.911680377518,19120,-0.0231464558504132,0.98153369072997
"341","(V1C_primary visual cortex (striate cortex, area V1/17)) - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",519.991666666665,706.911680377518,19120,0.73558222490958,0.461994006256938
"342","(V1C_primary visual cortex (striate cortex, area V1/17)) - STR_striatum","Adolescent - Infant",242.512500000002,706.911680377518,19120,0.343059121431535,0.731557754943968
"343","(V1C_primary visual cortex (striate cortex, area V1/17)) - AMY_amygdaloid complex","Adolescent - Infant",193.120833333333,706.911680377518,19120,0.273189478535987,0.784710517964339
"344","(V1C_primary visual cortex (striate cortex, area V1/17)) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-45.4583333333331,706.911680377518,19120,-0.0643055343335912,0.948727619068773
"345","(V1C_primary visual cortex (striate cortex, area V1/17)) - CBC_cerebellar cortex","Adolescent - Infant",143.825,706.911680377518,19120,0.203455401844813,0.838781265918784
"346","MFC_anterior (rostral) cingulate (medial prefrontal) cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Infant",536.354166666664,706.911680377518,19120,0.758728680759993,0.448024229027651
"347","MFC_anterior (rostral) cingulate (medial prefrontal) cortex - STR_striatum","Adolescent - Infant",258.875000000001,706.911680377518,19120,0.366205577281948,0.714215732552635
"348","MFC_anterior (rostral) cingulate (medial prefrontal) cortex - AMY_amygdaloid complex","Adolescent - Infant",209.483333333332,706.911680377518,19120,0.296335934386401,0.766976764514936
"349","MFC_anterior (rostral) cingulate (medial prefrontal) cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-29.0958333333335,706.911680377518,19120,-0.041159078483178,0.967169506404917
"350","MFC_anterior (rostral) cingulate (medial prefrontal) cortex - CBC_cerebellar cortex","Adolescent - Infant",160.1875,706.911680377518,19120,0.226601857695226,0.820735770054631
"351","HIP_hippocampus (hippocampal formation) - STR_striatum","Adolescent - Infant",-277.479166666663,706.911680377518,19120,-0.392523103478045,0.694676119673762
"352","HIP_hippocampus (hippocampal formation) - AMY_amygdaloid complex","Adolescent - Infant",-326.870833333332,706.911680377518,19120,-0.462392746373593,0.643804961731715
"353","HIP_hippocampus (hippocampal formation) - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-565.449999999998,706.911680377518,19120,-0.799887759243171,0.423785767992971
"354","HIP_hippocampus (hippocampal formation) - CBC_cerebellar cortex","Adolescent - Infant",-376.166666666665,706.911680377518,19120,-0.532126823064767,0.594644343842586
"355","STR_striatum - AMY_amygdaloid complex","Adolescent - Infant",-49.3916666666689,706.911680377518,19120,-0.0698696428955479,0.944298146210004
"356","STR_striatum - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-287.970833333335,706.911680377519,19120,-0.407364655765126,0.683744742495928
"357","STR_striatum - CBC_cerebellar cortex","Adolescent - Infant",-98.6875000000018,706.911680377518,19120,-0.139603719586722,0.888974572004499
"358","AMY_amygdaloid complex - MD_mediodorsal nucleus of thalamus","Adolescent - Infant",-238.579166666666,706.911680377519,19120,-0.337495012869578,0.735747475853128
"359","AMY_amygdaloid complex - CBC_cerebellar cortex","Adolescent - Infant",-49.2958333333329,706.911680377518,19120,-0.0697340766911745,0.944406047778477
"360","MD_mediodorsal nucleus of thalamus - CBC_cerebellar cortex","Adolescent - Infant",189.283333333333,706.911680377518,19120,0.267760936178404,0.788886229733535
"361","M1C_primary motor cortex (area M1, area 4) - DFC_dorsolateral prefrontal cortex","Adolescent - Prenatal",-257.695833333333,706.911680377518,19120,-0.364537523549919,0.7154606902428
"362","M1C_primary motor cortex (area M1, area 4) - VFC_ventrolateral prefrontal cortex","Adolescent - Prenatal",-166.766666666663,706.911680377518,19120,-0.235908772334336,0.813505987807112
"363","M1C_primary motor cortex (area M1, area 4) - OFC_orbital frontal cortex","Adolescent - Prenatal",148.304166666668,706.911680377518,19120,0.209791648353395,0.833832526916295
"364","M1C_primary motor cortex (area M1, area 4) - S1C_primary somatosensory cortex (area S1, areas 3,1,2)","Adolescent - Prenatal",-83.8166666666652,706.911680377518,19120,-0.118567381178231,0.905619354618732
"365","M1C_primary motor cortex (area M1, area 4) - IPC_posteroventral (inferior) parietal cortex","Adolescent - Prenatal",-505.158333333331,706.911680377518,19120,-0.714598934146281,0.474865627791432
"366","M1C_primary motor cortex (area M1, area 4) - A1C_primary auditory cortex (core)","Adolescent - Prenatal",-352.287499999997,706.911680377518,19120,-0.498347261445535,0.618245034069738
"367","M1C_primary motor cortex (area M1, area 4) - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",-325.48333333333,706.911680377518,19120,-0.460429983501629,0.645212853458598
"368","M1C_primary motor cortex (area M1, area 4) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",-214.420833333332,706.911680377518,19120,-0.303320541002836,0.761648893822219
"369","M1C_primary motor cortex (area M1, area 4) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",-254.533333333332,706.911680377518,19120,-0.360063838805721,0.718803371127488
"370","M1C_primary motor cortex (area M1, area 4) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",100.883333333335,706.911680377518,19120,0.142709953921626,0.886520758851501
"371","M1C_primary motor cortex (area M1, area 4) - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",651.733333333334,706.911680377518,19120,0.921944496638227,0.35656916045973
"372","M1C_primary motor cortex (area M1, area 4) - STR_striatum","Adolescent - Prenatal",485.791666666669,706.911680377518,19120,0.687202772498026,0.491963292499666
"373","M1C_primary motor cortex (area M1, area 4) - AMY_amygdaloid complex","Adolescent - Prenatal",101.11666666667,706.911680377518,19120,0.143040028158354,0.886260075620308
"374","M1C_primary motor cortex (area M1, area 4) - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",93.1250000000011,706.911680377518,19120,0.131734985550484,0.895195298289867
"375","M1C_primary motor cortex (area M1, area 4) - CBC_cerebellar cortex","Adolescent - Prenatal",844.416666666666,706.911680377519,19120,1.19451508598035,0.232291360875464
"376","DFC_dorsolateral prefrontal cortex - VFC_ventrolateral prefrontal cortex","Adolescent - Prenatal",90.9291666666698,706.911680377518,19120,0.128628751215583,0.897652767995645
"377","DFC_dorsolateral prefrontal cortex - OFC_orbital frontal cortex","Adolescent - Prenatal",406.000000000001,706.911680377518,19120,0.574329171903315,0.565751828736078
"378","DFC_dorsolateral prefrontal cortex - S1C_primary somatosensory cortex (area S1, areas 3,1,2)","Adolescent - Prenatal",173.879166666667,706.911680377518,19120,0.245970142371688,0.805707985739402
"379","DFC_dorsolateral prefrontal cortex - IPC_posteroventral (inferior) parietal cortex","Adolescent - Prenatal",-247.462499999998,706.911680377518,19120,-0.350061410596361,0.726296466582786
"380","DFC_dorsolateral prefrontal cortex - A1C_primary auditory cortex (core)","Adolescent - Prenatal",-94.5916666666647,706.911680377518,19120,-0.133809737895615,0.893554435026086
"381","DFC_dorsolateral prefrontal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",-67.7874999999972,706.911680377518,19120,-0.09589245995171,0.923606988038951
"382","DFC_dorsolateral prefrontal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",43.2750000000002,706.911680377518,19120,0.0612169825470837,0.951187044822077
"383","DFC_dorsolateral prefrontal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",3.16250000000083,706.911680377518,19120,0.00447368474419879,0.996430574591477
"384","DFC_dorsolateral prefrontal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",358.579166666668,706.911680377518,19120,0.507247477471545,0.61198703634152
"385","DFC_dorsolateral prefrontal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",909.429166666667,706.911680377518,19120,1.28648202018815,0.198290466418017
"386","DFC_dorsolateral prefrontal cortex - STR_striatum","Adolescent - Prenatal",743.487500000002,706.911680377518,19120,1.05174029604795,0.292932009674367
"387","DFC_dorsolateral prefrontal cortex - AMY_amygdaloid complex","Adolescent - Prenatal",358.812500000002,706.911680377518,19120,0.507577551708274,0.611755491498414
"388","DFC_dorsolateral prefrontal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",350.820833333334,706.911680377518,19120,0.496272509100404,0.619707864197685
"389","DFC_dorsolateral prefrontal cortex - CBC_cerebellar cortex","Adolescent - Prenatal",1102.1125,706.911680377519,19120,1.55905260953027,0.119000479599703
"390","VFC_ventrolateral prefrontal cortex - OFC_orbital frontal cortex","Adolescent - Prenatal",315.070833333331,706.911680377518,19120,0.445700420687731,0.6558187071327
"391","VFC_ventrolateral prefrontal cortex - S1C_primary somatosensory cortex (area S1, areas 3,1,2)","Adolescent - Prenatal",82.9499999999976,706.911680377518,19120,0.117341391156105,0.906590758677598
"392","VFC_ventrolateral prefrontal cortex - IPC_posteroventral (inferior) parietal cortex","Adolescent - Prenatal",-338.391666666668,706.911680377518,19120,-0.478690161811945,0.632164539571974
"393","VFC_ventrolateral prefrontal cortex - A1C_primary auditory cortex (core)","Adolescent - Prenatal",-185.520833333335,706.911680377518,19120,-0.262438489111199,0.792986229616593
"394","VFC_ventrolateral prefrontal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",-158.716666666667,706.911680377518,19120,-0.224521211167293,0.822354163209724
"395","VFC_ventrolateral prefrontal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",-47.6541666666697,706.911680377518,19120,-0.0674117686684997,0.94625460532679
"396","VFC_ventrolateral prefrontal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",-87.766666666669,706.911680377518,19120,-0.124155066471385,0.901193803771153
"397","VFC_ventrolateral prefrontal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",267.649999999998,706.911680377518,19120,0.378618726255962,0.704975217984514
"398","VFC_ventrolateral prefrontal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",818.499999999997,706.911680377518,19120,1.15785326897256,0.246938383621035
"399","VFC_ventrolateral prefrontal cortex - STR_striatum","Adolescent - Prenatal",652.558333333332,706.911680377518,19120,0.923111544832362,0.355960727500263
"400","VFC_ventrolateral prefrontal cortex - AMY_amygdaloid complex","Adolescent - Prenatal",267.883333333333,706.911680377518,19120,0.37894880049269,0.704730092293251
"401","VFC_ventrolateral prefrontal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",259.891666666664,706.911680377518,19120,0.367643757884821,0.713142951702582
"402","VFC_ventrolateral prefrontal cortex - CBC_cerebellar cortex","Adolescent - Prenatal",1011.18333333333,706.911680377519,19120,1.43042385831469,0.152611746169435
"403","OFC_orbital frontal cortex - S1C_primary somatosensory cortex (area S1, areas 3,1,2)","Adolescent - Prenatal",-232.120833333333,706.911680377518,19120,-0.328359029531627,0.742643812640104
"404","OFC_orbital frontal cortex - IPC_posteroventral (inferior) parietal cortex","Adolescent - Prenatal",-653.462499999999,706.911680377518,19120,-0.924390582499676,0.355294662005486
"405","OFC_orbital frontal cortex - A1C_primary auditory cortex (core)","Adolescent - Prenatal",-500.591666666666,706.911680377519,19120,-0.70813890979893,0.478867631022174
"406","OFC_orbital frontal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",-473.787499999998,706.911680377519,19120,-0.670221631855025,0.502724610611259
"407","OFC_orbital frontal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",-362.725000000001,706.911680377518,19120,-0.513112189356231,0.607878773731958
"408","OFC_orbital frontal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",-402.8375,706.911680377518,19120,-0.569855487159116,0.568782413016569
"409","OFC_orbital frontal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",-47.4208333333333,706.911680377518,19120,-0.0670816944317694,0.946517368193256
"410","OFC_orbital frontal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",503.429166666666,706.911680377518,19120,0.712152848284831,0.476378820940346
"411","OFC_orbital frontal cortex - STR_striatum","Adolescent - Prenatal",337.487500000001,706.911680377518,19120,0.47741112414463,0.633074851454844
"412","OFC_orbital frontal cortex - AMY_amygdaloid complex","Adolescent - Prenatal",-47.1874999999984,706.911680377518,19120,-0.0667516201950411,0.946780136878168
"413","OFC_orbital frontal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",-55.1791666666671,706.911680377518,19120,-0.0780566628029109,0.937783796836318
"414","OFC_orbital frontal cortex - CBC_cerebellar cortex","Adolescent - Prenatal",696.112499999998,706.911680377519,19120,0.984723437626956,0.324772397345701
"415","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - IPC_posteroventral (inferior) parietal cortex","Adolescent - Prenatal",-421.341666666666,706.911680377518,19120,-0.59603155296805,0.55116120373617
"416","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - A1C_primary auditory cortex (core)","Adolescent - Prenatal",-268.470833333332,706.911680377518,19120,-0.379779880267303,0.704113036657083
"417","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",-241.666666666665,706.911680377518,19120,-0.341862602323398,0.732458052015729
"418","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",-130.604166666667,706.911680377518,19120,-0.184753159824604,0.853424607826437
"419","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",-170.716666666667,706.911680377518,19120,-0.241496457627489,0.809172951378873
"420","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",184.7,706.911680377518,19120,0.261277335099857,0.793881457793397
"421","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",735.549999999999,706.911680377518,19120,1.04051187781646,0.298115305541201
"422","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - STR_striatum","Adolescent - Prenatal",569.608333333334,706.911680377518,19120,0.805770153676257,0.42038541119906
"423","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - AMY_amygdaloid complex","Adolescent - Prenatal",184.933333333335,706.911680377518,19120,0.261607409336586,0.793626949003474
"424","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",176.941666666666,706.911680377518,19120,0.250302366728716,0.802356215635168
"425","S1C_primary somatosensory cortex (area S1, areas 3,1,2) - CBC_cerebellar cortex","Adolescent - Prenatal",928.233333333332,706.911680377518,19120,1.31308246715858,0.189170919546696
"426","IPC_posteroventral (inferior) parietal cortex - A1C_primary auditory cortex (core)","Adolescent - Prenatal",152.870833333334,706.911680377518,19120,0.216251672700746,0.828793884292652
"427","IPC_posteroventral (inferior) parietal cortex - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",179.675000000001,706.911680377518,19120,0.254168950644652,0.799367770076194
"428","IPC_posteroventral (inferior) parietal cortex - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",290.737499999998,706.911680377518,19120,0.411278393143445,0.680873020811606
"429","IPC_posteroventral (inferior) parietal cortex - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",250.624999999999,706.911680377518,19120,0.35453509534056,0.722941817517401
"430","IPC_posteroventral (inferior) parietal cortex - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",606.041666666666,706.911680377518,19120,0.857308888067907,0.391284943081523
"431","IPC_posteroventral (inferior) parietal cortex - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",1156.89166666667,706.911680377518,19120,1.63654343078451,0.101742362049145
"432","IPC_posteroventral (inferior) parietal cortex - STR_striatum","Adolescent - Prenatal",990.95,706.911680377518,19120,1.40180170664431,0.160990701756029
"433","IPC_posteroventral (inferior) parietal cortex - AMY_amygdaloid complex","Adolescent - Prenatal",606.275000000001,706.911680377518,19120,0.857638962304635,0.391102603599602
"434","IPC_posteroventral (inferior) parietal cortex - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",598.283333333332,706.911680377518,19120,0.846333919696766,0.397377082557353
"435","IPC_posteroventral (inferior) parietal cortex - CBC_cerebellar cortex","Adolescent - Prenatal",1349.575,706.911680377518,19120,1.90911402012663,0.0562623382364102
"436","A1C_primary auditory cortex (core) - STC_posterior (caudal) superior temporal cortex (area 22c)","Adolescent - Prenatal",26.8041666666675,706.911680377518,19120,0.0379172779439053,0.969754033004707
"437","A1C_primary auditory cortex (core) - ITC_inferolateral temporal cortex (area TEv, area 20)","Adolescent - Prenatal",137.866666666665,706.911680377518,19120,0.195026720442699,0.845374101583321
"438","A1C_primary auditory cortex (core) - (V1C_primary visual cortex (striate cortex, area V1/17))","Adolescent - Prenatal",97.7541666666655,706.911680377518,19120,0.138283422639814,0.890017882695711
"439","A1C_primary auditory cortex (core) - MFC_anterior (rostral) cingulate (medial prefrontal) cortex","Adolescent - Prenatal",453.170833333332,706.911680377518,19120,0.641057215367161,0.521493193867698
"440","A1C_primary auditory cortex (core) - HIP_hippocampus (hippocampal formation)","Adolescent - Prenatal",1004.02083333333,706.911680377518,19120,1.42029175808376,0.155539065232357
"441","A1C_primary auditory cortex (core) - STR_striatum","Adolescent - Prenatal",838.079166666666,706.911680377518,19120,1.18555003394356,0.235814778096623
"442","A1C_primary auditory cortex (core) - AMY_amygdaloid complex","Adolescent - Prenatal",453.404166666667,706.911680377518,19120,0.641387289603889,0.521278777101201
"443","A1C_primary auditory cortex (core) - MD_mediodorsal nucleus of thalamus","Adolescent - Prenatal",445.412499999998,706.911680377518,19120,0.630082246996019,0.528648303865012
