"","V1C","MFC","HIP","S1C","ITC","OFC","M1C","IPC","STC","MD","VFC","CBC","STR","DFC","AMY","A1C"
"2",0.5,0.583333333333333,0.5,0.5,0.5,0.583333333333333,0.5,0.5,0.5,0.333333333333333,0.5,0.333333333333333,0.416666666666667,0.5,0.416666666666667,0.5
"3",0.5,0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.416666666666667,0.583333333333333,0.416666666666667,0.25,0.5,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.583333333333333
"4",0.5,0.5,0.5,0.583333333333333,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.25,0.583333333333333,0.416666666666667,0.333333333333333,0.416666666666667,0.333333333333333,0.583333333333333
"5",0.5,0.333333333333333,0.416666666666667,0.5,0.416666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.5
"6",0.333333333333333,0.416666666666667,0.25,0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.25,0.416666666666667,0.416666666666667,0.25,0.5,0.333333333333333,0.333333333333333
"7",0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.25,0.416666666666667,0.416666666666667,0.333333333333333,0.416666666666667,0.333333333333333,0.416666666666667
"8",0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.25,0.416666666666667,0.5,0.416666666666667,0.5,0.416666666666667,0.416666666666667
"9",0.5,0.5,0.416666666666667,0.416666666666667,0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.25,0.416666666666667,0.5,0.25,0.416666666666667,0.333333333333333,0.416666666666667
