"","MD Thalamus - R2"
"PCDHAC1",0.933996110655885
"TMC7",0.933970069365209
"DIRAS2",0.933959780279375
"LRRC58",0.933781725930062
"OPRK1",0.93376938827432
"ANKRD13B",0.933765058559819
"GTF2IRD1",0.933746373796881
"TMEM136",0.933555382025132
"AFTPH",0.933506666820206
"BCL2L1",0.933427041788272
"COL5A3",0.933418411135167
"KIF1B",0.933406429373007
"UPF3A",0.933405323757873
"ZC2HC1A",0.933269844340399
"CAPRIN2",0.933266083292723
"ANKIB1",0.933187210479639
"MAL",0.933155672926334
"C12orf57",0.933115825483521
"ABCD2",0.933097360007802
"SENP6",0.933041484016948
"KIAA0753",0.932906661194265
"HTR2C",0.932695361016265
"CHST15",0.932695036377146
"CNOT8",0.932582199210769
"IDH3A",0.932498040103457
"ARNTL2",0.932406904595088
"GGH",0.932406731269708
"GPR3",0.93237291655166
"CRISPLD1",0.93219253948242
"DR1",0.93213508150298
"GAS2L1",0.932127420734053
"GTPBP4",0.931996655691159
"EDNRA",0.931959017198446
"MCM4",0.93194364205803
"SETX",0.931903788947948
"CAMKK1",0.931817277985257
"EGLN1",0.931753128286633
"PHF6",0.931606077237635
"TMEM9",0.931547225789497
"CHDH",0.931294340989117
"LSM14B",0.931265277204833
"MKRN2",0.930940403417391
"ST6GALNAC6",0.930928844238453
"CD276",0.930853111853151
"TPM4",0.930844041493567
"SF3B3",0.930796626347969
"RXRA",0.930557876141413
"SNX32",0.930487317359887
"ABI1",0.930390953565533
"PHF10",0.930365911816089
"KLHL24",0.930304961747419
"ANXA7",0.93024104711684
"ATRX",0.930170616496866
"MGEA5",0.930113555702067
"KMT2C",0.929998546666432
"S100A4",0.92982163484022
"WDR41",0.929808955227634
"GLTSCR2",0.929770513566929
"KIAA0408",0.929660077456644
"LHPP",0.929647293964177
"EGFL6",0.929588071473956
"TNS1",0.929466169017666
"ANKMY2",0.929364602190675
"ICOSLG",0.929279331175594
"HENMT1",0.929246764145504
"CTSO",0.929239621373861
"RASSF8",0.929215432816504
"LUZP1",0.929180533768047
"KLC1",0.929116960732725
"THOC2",0.928950701654276
"ARHGEF3",0.928927605247014
"ATP13A4",0.928861912311595
"SOS1",0.928788037640771
"NT5E",0.928757901426903
"NCBP2",0.928709745441215
"SLK",0.928704169716847
"C2CD5",0.928472053790444
"LUC7L3",0.928400819538045
"PCDH9",0.928354664583201
"TCERG1L",0.928326754147781
"ARID1B",0.928289423051114
"SYT2",0.928248800294603
"PYGL",0.928021784578886
"CD82",0.927949635226029
"C19orf24",0.927871093865325
"LINC00632",0.927869694038299
"ANKRD27",0.927678689179674
"TXN",0.927586384040927
"NUDT21",0.92752795087226
"DNLZ",0.92752263170621
"PLGRKT",0.927487936861636
"PDCD2L",0.927484243613982
"ZNF18",0.927438205971585
"CAPN7",0.927413442549626
"NFKBIB",0.927276591805304
"RGN",0.927237178984842
"LANCL1",0.927187475453878
"RGS19",0.927140344944602
"KIF1C",0.927060044224251
"NUDT4",0.926867394881796
"ROBO1",0.926785695194883
"PAPD7",0.926783696035592
"LAYN",0.926532295279256
"PEAK1",0.926493661343734
"FAM63B",0.926478417271102
"QDPR",0.926476197680391
"FAM181B",0.926436226711992
"SORBS2",0.926299040191981
"AASDHPPT",0.926262556640834
"OPALIN",0.926189290410384
"SST",0.926013695290868
"SSRP1",0.925992551811296
"FNIP1",0.92590626007072
"PNCK",0.925834527634926
"LCMT2",0.925695012187278
"NDUFA10",0.92559606779978
"YTHDF2",0.92556979627078
"NAPEPLD",0.925534799777388
"FBXW11",0.925509291919012
"KIF13B",0.925469882286817
"CPSF2",0.925332878293166
"VTA1",0.925304458082631
"AZIN1",0.925197816046218
"MPDZ",0.925188635158527
"ARHGEF10",0.925184724922551
"RTCB",0.925183350298698
"SLC25A10",0.924976690746842
"CCNT1",0.9247789301316
"ZNF536",0.924728053852739
"TMEM237",0.924649444627822
"RPL11",0.924418733905412
"BAD",0.924261731701892
"NT5C3A",0.924215601712263
"UTP6",0.923853358075647
"HIPK3",0.923841858420452
"DUSP5",0.923782850566371
"NTRK2",0.923715932622996
"ROBO2",0.923565470786822
"SENP5",0.923528304723565
"KBTBD7",0.923419817848962
"WIPF1",0.923282435842396
"RAB11FIP5",0.923280277087972
"CIPC",0.923255420389466
"ATP5B",0.923228400941736
"FMNL2",0.923182469716272
"CDK18",0.922916288171856
"LURAP1",0.922652393559786
"NTSR2",0.922493271829892
"NUDT7",0.922415930464733
"ZBTB14",0.922327542157386
"HTRA1",0.92227290644588
"CLPP",0.922271246995357
"MEF2C",0.922157766260448
"TDRD3",0.922133456142301
"ZNF667",0.922112445391398
"KIAA1143",0.922057388120468
"PELI3",0.921921113264753
"FAM19A1",0.921825448964724
"ABLIM1",0.921768259220508
"PYCR2",0.921672531603939
"TCEAL3",0.921640448207384
"C15orf52",0.92163404611822
"AHCY",0.921570486426869
"PLAA",0.92143324754479
"VWA1",0.921376111369891
"TMEM246",0.921349129447103
"ZCCHC2",0.92127266851198
"P2RX7",0.921212939181606
"WARS",0.9211941010554
"KCTD13",0.920964718075473
"ZNF252P",0.920835910213373
"DNAJB2",0.920816229469169
"KIF17",0.920668551610041
"ACSBG1",0.92062912192379
"CENPBD1",0.920420876011393
"TRMT61A",0.920338811484524
"TPM3",0.920194929005865
"CDK13",0.920034317890871
"PFKFB2",0.919993513208748
"HS3ST5",0.919911220708893
"LACTB",0.919869394046264
"CTSB",0.919817340719587
"EFCAB14",0.919673009782907
"FAM135B",0.919538549488035
"RIMS4",0.919438886328866
"NGEF",0.919374927664419
"ZNF621",0.919360045258246
"COL4A5",0.919171995913864
"LARP6",0.919126188707358
"CIZ1",0.919119194103486
"CGNL1",0.919032393929891
"TRIM2",0.918948171439574
"PSMC3",0.918862882442177
"DDX24",0.918860071111554
"BBX",0.918838676320584
"ADD2",0.918814297714119
"LPCAT4",0.918776261991334
"DLK2",0.918717587789756
"COPZ2",0.918708200211959
"ADNP2",0.918426158523657
"ANKRD12",0.918281729204259
"CDYL",0.918206363457275
"MESP1",0.918201144784354
"WFS1",0.918196864146669
"DLEC1",0.918167872933116
"DYM",0.91814043851107
"FADS6",0.91805284600555
"COMMD2",0.917956465343168
"EHD3",0.917918292479108
"LRRC20",0.917841821139578
"KLF13",0.91771963545352
"PRMT8",0.917713721791062
"UBE2G2",0.91759822670506
"RIMS3",0.917592816888419
"OGFOD2",0.917531092664208
"ARPC2",0.917202729144433
"ABLIM3",0.917162899023256
"FAM109A",0.917041471035509
"CBL",0.916893387029143
"PAQR6",0.916731287607713
"NXPE3",0.916509896595998
"ITGAV",0.916477363252286
"CNTN6",0.916389614589749
"VOPP1",0.916270714577852
"MLLT3",0.916147401144976
"SLC1A2",0.916105034521903
"RHEBL1",0.916097320625288
"PLCL2",0.916052605390417
"THEM4",0.916047723006859
"ARL9",0.915841356740585
"PLS3",0.91575741014398
"FBXO41",0.915626411925392
"HPCAL4",0.915583445323117
"CHAD",0.915561062422411
"SYNJ2",0.915535432450449
"CDC42SE1",0.915520302233959
"WIPF2",0.915416991581237
"CDC42",0.915410898938945
"ZDHHC5",0.915247994780294
"SLC37A3",0.915095766049121
"KPNA5",0.915093403574255
"KLHL42",0.91491853821607
"LY6H",0.914829295713573
"RPS3",0.91481458767045
"FSTL4",0.914792220914281
"RAB23",0.914656683510608
"PTPN11",0.914600216087762
"PCDH19",0.914565873026961
"ALKBH6",0.914510029389403
"MAP4K4",0.914465114907164
"PAM",0.914419568451647
"RPS6KC1",0.914418467250284
"SH2D5",0.914320395517166
"ZNF30",0.914313609731727
"RFC1",0.914249562380635
"ABCG2",0.914233200124837
"KLHL32",0.914228377795654
"RPLP1",0.914074182067122
"TOMM34",0.913779019521532
"NCBP1",0.913759255235843
"IL17RC",0.913755546166743
"NFE2L2",0.913704764902955
"RBFA",0.913489813549952
"LMBR1",0.913338448414502
"CYTH1",0.913236090211248
"RPS28",0.913125691107394
"ITPR1",0.913066462175885
"PSMC4",0.913014087207382
"HSPA13",0.912905701308414
"DEF8",0.912904244638573
"CELF2",0.912887214625011
"PTBP2",0.912820781287236
"KMT2A",0.912785374167503
"PAPD5",0.912625965837571
"PARD6A",0.912598530634493
"PPARD",0.912566052463521
"HSPA9",0.91254616019057
"NLK",0.912475300899931
"TMEM208",0.912292010796507
"SEC31A",0.91225040598682
"CACNA1H",0.912156517973357
"NUMB",0.912106363021542
"NELL1",0.91207250780488
"CCDC50",0.912013828726738
"LYPD6",0.911928574006409
"TRIM46",0.911919900509053
"PSMD13",0.911713820676416
"MYEF2",0.911669072783347
"FAM127A",0.911592205538356
"JPH4",0.911521826080949
"RAB30",0.911458204364215
"TGFB2",0.911331162004012
"RUFY3",0.91123504817289
"RAPGEF2",0.911227706585824
"PHGDH",0.911188007856452
"FARS2",0.911051337101437
"TRAPPC8",0.910994198287482
"CDK5RAP2",0.910751016215379
"SRC",0.91072537293069
"NDUFAF3",0.910717739639934
"LRRC59",0.910700666614664
"ACSS1",0.910662361609905
"SLC25A24",0.910594784569837
"TSPYL4",0.910533035230695
"CSRNP1",0.910321156217277
"GOT1",0.910313576586134
"RGS5",0.910195021528403
"HP1BP3",0.910079361195705
"NDUFB7",0.910052915002501
"NOL3",0.909721026715542
"LBR",0.909468360295406
"FGFR2",0.90932702526346
"SLITRK6",0.909311186831498
"TBC1D1",0.909023630325271
"PTP4A3",0.908898450393568
"EDIL3",0.908792997264234
"SLC25A48",0.908738343068785
"PLA2G16",0.908667538176257
"ZNF510",0.908512036360188
"GEMIN4",0.908458420076758
"EPM2A",0.90823030406587
"PKM",0.908089574898645
"IFFO1",0.907976180267855
"HAUS1",0.907833171996245
"ATF2",0.907827703008056
"GEMIN5",0.907621358528189
"MCMBP",0.907562673394649
"HS2ST1",0.907456714573163
"BRWD1",0.907307624428582
"CSNK2A1",0.907273062138871
"TMEM125",0.907180996688026
"FAM107A",0.907179732401035
"MPND",0.907140942190347
"TRIM8",0.90709930176513
"DNAJC16",0.906796444180989
"EIF4EBP3",0.906796133129737
"FNDC3A",0.906696803786148
"PEX13",0.906540015122013
"SSBP4",0.906442340017874
"LRRC8B",0.906419492106158
"EEF1B2",0.906401528520088
"GNPTG",0.906380111248897
"GRIA3",0.906319166797859
"HLA-DPB1",0.906318152624037
"KCNAB2",0.906286867251894
"COPB1",0.906205756450295
"TCEAL5",0.906018876578359
"AKIRIN1",0.90601085875989
"CUL5",0.905996170506452
"GRAMD1B",0.905992481973618
"UBAP2",0.905860881643095
"RDH12",0.905768809125891
"MMD2",0.905635125058364
"LINGO1",0.905560930091581
"RALBP1",0.905358320052778
"CRHR1",0.905283485482841
"PRUNE2",0.905233975302279
"ADAM19",0.905152248028005
"FBXO33",0.90503000238729
"CHD9",0.904743259940313
"DCAF15",0.904708287889252
"RBMX",0.904686829441936
"EGLN3",0.904501613830202
"UGGT1",0.90448338227116
"XRCC6",0.904420353169079
"CPPED1",0.904157145355628
"PRDX6",0.904115816047153
"ASXL1",0.904069497296616
"MYH11",0.904041288518622
"ZNHIT2",0.903997110469401
"TRIP6",0.903963883757675
"FRYL",0.903914203432566
"MCCC2",0.90389090186415
"NCALD",0.903875189943152
"PRPF40A",0.903745788252789
"MAGI2",0.903742948326456
"FLVCR1",0.903704225827479
"ZXDB",0.903699771269925
"CGGBP1",0.903694117883878
"TFP1",0.903566424123108
"CNST",0.903564648887584
"ATP1A2",0.903534298434034
"RPS6KA3",0.903504756270394
"MOB3B",0.903472337008108
"FBXW2",0.903470766104052
"TARSL2",0.903143041587661
"NGB",0.903082197107937
"MBD3",0.903041134281012
"NOP58",0.902847165257494
"RBM8A",0.902797732805101
"NTHL1",0.902735250239849
"BICD2",0.902718051837694
"DAGLB",0.902513217842417
"SYT11",0.902447722667734
"ZC3H13",0.902208908743717
"NLGN1",0.901983459329965
"PPP2R4",0.90192289231364
"IGSF1",0.90174844518742
"DCUN1D1",0.901736446314898
"METAP1",0.901716795401474
"STAU2",0.901612404831682
"SLC48A1",0.901600774008011
"C5orf30",0.901452964261589
"ERMP1",0.901401892145897
"PTPN13",0.901320837896774
"CSE1L",0.901317625386927
"MRPS9",0.901289484071404
"NCOA1",0.901253692792241
"ANKRD35",0.901224206363603
"LARS2",0.900978009422949
"ANKRD40",0.900849802911175
"ECE2",0.900815398000556
"GFAP",0.900722585276017
"FAM69C",0.900485565988752
"WIZ",0.90030052197853
"KIAA1671",0.900274479053631
"CA12",0.900187120100219
"LRP4",0.900142050451874
"RNF213",0.899976048476162
"HSPA14",0.899425331670896
"GPATCH3",0.899268695521547
"ARID4A",0.899255968258329
"MSRB3",0.899220403153309
"XPO7",0.899043162304988
"SLC6A13",0.898797508035148
"SOX2",0.898775142299828
"BLMH",0.898742981805503
"TADA1",0.898688003609565
"COL23A1",0.89864089983966
"DCAF11",0.898632450464089
"MAPK6",0.898579115402692
"ATP11A",0.898485764304029
"IQSEC1",0.89844266343162
"SPDYA",0.898381757990746
"CCT5",0.898371984489037
"C1QL3",0.898371672786885
"TRMT5",0.89831736393808
"PTPRR",0.898209067397025
"FAM198B",0.898160153461614
"NT5DC1",0.897881788359821
"SSH1",0.897851505033013
"TMUB1",0.897730006117255
"TAGLN",0.897657905339999
"AARS",0.897647794613809
"KPTN",0.897630516162759
"PHKA1",0.897556191243859
"INA",0.897481059250321
"PPP1R17",0.897187326280554
"MKRN1",0.897139075328537
"CTSL",0.89713713471383
"RIOK3",0.897013806254052
"MRVI1",0.896971095271159
"ABCA8",0.896928280655164
"MOB1B",0.896896596676611
"TF",0.896673075887334
"KIAA0232",0.896655673350661
"LAMP2",0.896649584225217
"GFPT1",0.896614289235089
"PLLP",0.896569118002287
"ESRRA",0.896568036107899
"SAMM50",0.896358550262879
"TM9SF3",0.896038885300506
"SV2C",0.89587087639455
"PTGFRN",0.895841098628989
"ZNF540",0.895765170626127
"NPPC",0.895718528832217
"CLCN4",0.895504951761836
"WDR89",0.895399104972569
"SPAG16",0.895397678336197
"BIRC6",0.895235551963801
"FAM172A",0.89514485955262
"COBL",0.89511699466788
"SEMA4F",0.894999077446347
"CYB561",0.894780763704181
"PRNP",0.894721512624351
"SCN3B",0.894415517363645
"RPP25L",0.894355255427611
"RTN4R",0.894248444705629
"PPP1R1B",0.894242980551156
"TTL",0.894185947788569
"MLF1",0.89406828358633
"RPL39",0.893749099542129
"SEMA7A",0.893695747687365
"DCAF5",0.893658129419325
"FOXK2",0.893605974829292
"ARF5",0.893556606701578
"CCK",0.893321509807318
"MAD2L1BP",0.89269761066774
"TCHP",0.892639238335503
"RAD21",0.892585558303661
"PEPD",0.892580145106212
"CDC14B",0.892491694415488
"GRAMD1A",0.892490036059729
"HLA-E",0.89226694811711
"PDE6B",0.892177406869433
"YWHAE",0.891914605643787
"MOB2",0.891674959783725
"C2CD2",0.891620052393308
"CARM1",0.891604757249561
"FAM189A1",0.891553296915427
"WWOX",0.891455036581006
"CHD1L",0.891397636566242
"TSR3",0.891043213851042
"NAGPA",0.890973390291861
"RAB1B",0.890906326332524
"TUBGCP5",0.890700852871337
"G6PC3",0.890618856443524
"NAA50",0.890586674394147
"BDH2",0.89056008700351
"ADAMTS4",0.890553022360539
"EPHA8",0.890517985701564
"SDCBP2",0.89049878676181
"MAPK8",0.890318887298599
"FOXJ3",0.889981171875646
"ADCY3",0.889906115884226
"DIP2B",0.889905612468509
"THY1",0.889537928294445
"RARS",0.889450355638021
"ERO1L",0.889227795358261
"SPIDR",0.889187555149653
"FNBP1",0.889152296054898
"ABCA2",0.889062104726152
"UNC80",0.88884242900862
"CCDC9",0.888782305810305
"MSL3",0.888656949682764
"LRCH2",0.888585496742961
"TSPAN3",0.888561321052446
"P4HB",0.888492402348304
"IPO7",0.888489106710208
"ELMOD2",0.888416268504759
"HSBP1L1",0.888317598070131
"UBN1",0.888271981716562
"ARF6",0.888216883866348
"NOP14",0.888140591797618
"ACY1",0.888140409399478
"QPCTL",0.888061482888849
"SLC25A33",0.887882360996143
"MAGI1",0.887387614802471
"STX7",0.887375133971617
"SIK2",0.887227986196347
"CARNS1",0.887188187530083
"MANEAL",0.887162184396593
"CBR3",0.887087179339666
"ATP2B3",0.886979568567857
"GRK4",0.886651010178551
"SPG20",0.886468901747537
"RBM26",0.886332689571746
"TMEM170B",0.886317294631547
"RC3H1",0.886203594730461
"DDX42",0.886151957427444
"PRKDC",0.885724596189008
"C1orf216",0.885436062172151
"MRO",0.885388766448681
"MTCH1",0.885300757860301
"TIMM10B",0.885240873247664
"GPR116",0.885168871941931
"HEATR5B",0.88489178478513
"MRPL44",0.884862957575984
"ELOVL7",0.884851093378309
"SPAG7",0.884822442339499
"DAZAP1",0.8847262675039
"ZNF664",0.884458547887599
"RNF40",0.88410520907015
"CREG2",0.884077830969353
"GZF1",0.883864423504609
"ETNK1",0.883819435413997
"FAM110A",0.883813110154827
"SEPT6",0.88370518971754
"LMO1",0.883663455083449
"FSD1L",0.883632001168289
"UXS1",0.88338593306866
"MARCH7",0.883335610963695
"MAT2B",0.883271616370271
"MED24",0.88311382018047
"STMN1",0.88298992200273
"SPECC1L-ADORA2A",0.882982380428627
"TMEM25",0.882951533572149
"HTR5A",0.882945351264534
"TMEM19",0.882926616311416
"PSME3",0.882833925315088
"KCNK1",0.88252409502118
"CNTN1",0.882393090476868
"MOG",0.882349333874
"LIFR",0.882183686817866
"TSPAN33",0.881894432750303
"NSMAF",0.881806447617389
"HEPACAM",0.881726796581572
"PBDC1",0.881541455393045
"ZBTB21",0.881284569383463
"CRABP2",0.881251931865568
"CSDE1",0.881052534425295
"PGAP1",0.88105151283448
"FAM160B1",0.880923150717764
"DHRS7B",0.880886713710679
"WDR45",0.880812381083867
"ZYG11B",0.880745890102126
"ENAH",0.880671677044359
"GUCY1A2",0.880627316090925
"CD46",0.880342292444393
"NT5M",0.879831821568156
"LNP1",0.879728307323958
"COG1",0.879637881807669
"ENPP5",0.879294418026948
"PAPSS1",0.879189245844829
"SAR1A",0.879087907271058
"ZNF23",0.879076988638242
"C5orf22",0.879076698755323
"ST6GAL1",0.879024077776032
"PPP2R5E",0.879023995028535
"TOX4",0.878879394417011
"NTN4",0.878713849970904
"TMEFF1",0.878577871283428
"CPNE2",0.878429205088103
"KIAA0947",0.878083804241859
"GRPEL2",0.878065107845344
"L1CAM",0.87801490048142
"RALA",0.877797238228873
"DTNA",0.877769459696463
"MATR3",0.877752804437798
"TXNRD1",0.87774797660917
"TBC1D22B",0.877708276969473
"TGFBR2",0.87769318916645
"SEPT4",0.877402601395213
"HNRNPUL2",0.877216342338739
"PTP4A1",0.877018512066994
"CTU1",0.876707805217136
"SCPEP1",0.876586846985864
"SF3B1",0.876458983695124
"TUBA1B",0.8764588017441
"TPM1",0.87622499997387
"TMCC3",0.876221401260852
"AHCYL1",0.876185075903624
"KIF3C",0.876166228452145
"NOL11",0.876153646178503
"TCF7L2",0.8755505121562
"ACOT2",0.875478512139376
"SLC7A14",0.875429997411971
"KANK1",0.875234505042996
"USF2",0.87523214592352
"ASPA",0.875082782548358
"SMIM4",0.874862126314122
"TMEM235",0.874721745266076
"MVD",0.874528413483318
"TWISTNB",0.874367592414001
"CYP27C1",0.874308425045298
"SCAMP5",0.873958011254929
"CC2D1B",0.873954791021184
"SMIM15",0.873885405008175
"CDH24",0.873824752829477
"ICA1L",0.873414239178566
"CERK",0.873411964384971
"ARHGDIG",0.873350243722349
"CHRM3",0.873349897422832
"TBCD",0.873090946025997
"LIPE",0.873012701804528
"PWWP2A",0.872935963528617
"PTPRB",0.872654287257013
"SMEK2",0.872588274684703
"ZNF429",0.872571682023572
"FAM196A",0.872288601151396
"PSMB10",0.872198422915698
"CPT2",0.872123419683368
"AKT1S1",0.872064705210135
"ELMOD1",0.872013021828815
"GPR62",0.871889715810501
"ARMCX2",0.871608757305671
"RNF169",0.871539721045692
"FUS",0.871536953843276
"TRIOBP",0.871494158847161
"PIANP",0.871299442029156
"PEBP4",0.871031616467322
"KLF9",0.870996517352302
"TSTA3",0.87093687816172
"HNRNPK",0.870924612891258
"WDR44",0.870874347217481
"MED13L",0.870692512025959
"CLCN6",0.870523717103072
"RTBDN",0.870504778172677
"SRGAP3",0.870368452802571
"FASTKD2",0.870213924648027
"RCAN2",0.869969237462438
"LNPEP",0.869843084985735
"HIBADH",0.869763299849031
"GGA2",0.869741237836381
"CSGALNACT2",0.869603631945508
"MSANTD3-TMEFF1",0.869377134440384
"SP3",0.869260429328022
"TARS2",0.869219420781599
"CDR2L",0.868979131875815
"HSPA12A",0.868704042176254
"HNRNPA2B1",0.868511298366585
"PCGF1",0.868450011912845
"SLC38A1",0.868393275989616
"GPX4",0.868295918586291
"WLS",0.868013113236476
"THOC5",0.867593652202341
"KARS",0.86756276283672
"PHLPP1",0.867497146672741
"HHIP",0.867438046543097
"FBXO25",0.867132553231194
"SLC25A44",0.866961848864189
"DMBX1",0.8669423616445
"GALNT16",0.866503380513724
"STX17",0.866317697283278
"UNC5C",0.866145861198006
"EMC10",0.86613723290263
"RMI1",0.865805941370943
"SNX12",0.865750033392941
"PDP2",0.865452392257594
"CNNM2",0.865433166666717
"SMC2",0.865402241595841
"SLC46A3",0.865372652256946
"GATSL3",0.865366461536592
"LAS1L",0.865331426302369
"MORC3",0.865191094632173
"C1orf109",0.865177230736812
"TIMP3",0.865035906245269
"NAT6",0.865006176082212
"AMIGO1",0.864999730063098
"HINT3",0.864884079258887
"GPR125",0.864844362304312
"NCK1",0.864704267668581
"C21orf33",0.864602622643984
"ZNF317",0.864571996804825
"OPTN",0.864424395855619
"CCT6A",0.864296707311127
"ARNT",0.864253221337548
"PDZD2",0.864059305613146
"DOCK10",0.864043272959621
"SBNO1",0.863993116029967
"SLC39A11",0.863692043948595
"SLC25A27",0.863468452010192
"RANBP6",0.863399879522231
"MLYCD",0.863324940103235
"RHOU",0.863292966325889
"DPM2",0.863065265688824
"DNAJA4",0.86302562959421
"PTER",0.862964410409291
"DLC1",0.862836538913127
"UBE4A",0.862618462467848
"NAA30",0.862424893144282
"CHN2",0.862415870750542
"GPATCH8",0.862379757580973
"CERCAM",0.862190889220317
"GSN",0.862046774351055
"MYL3",0.861668054420527
"TNRC6C-AS1",0.861614694156859
"ANLN",0.861523062781772
"C16orf62",0.861348148018326
"ANKRD13C",0.860999473969501
"COG3",0.860916808522803
"HYLS1",0.860906966343491
"ZFP62",0.860535899843085
"ZNF671",0.860519527368723
"FRY",0.860271006681704
"TMEM30A",0.860152375455398
"PXMP2",0.860139670504538
"NDUFC2-KCTD14",0.860043836898458
"MTMR4",0.859885539545598
"PLEKHG3",0.859682383697607
"MYRF",0.859509431306234
"AKR7A2",0.859224770889467
"KCNAB3",0.858851723152057
"GOLGB1",0.858798584965692
"NKX6-2",0.85857458218227
"GIGYF2",0.858529961909599
"ZEB2",0.858505983247435
"AMER3",0.858450451492728
"C15orf57",0.858209714375663
"EXTL3",0.858037820112683
"ARHGEF11",0.857991742238974
"ANKLE2",0.857909392420436
"GRK6",0.857740337358671
"CD247",0.85748103497206
"SERPINH1",0.857406289080788
"DBP",0.857389745203279
"RHOC",0.857148710288923
"IPO8",0.857133564645177
"FBXL2",0.857028922805285
"TSPAN7",0.856800530843837
"YWHAQ",0.856780688779832
"FAM53B",0.856775899793421
"DHX58",0.856404716748907
"USP46",0.855976966676777
"OMG",0.855933353220625
"MTG1",0.855807464661531
"CD22",0.855749366457331
"DICER1",0.855632479203679
"RPL23",0.855593085424078
"CFDP1",0.855545556252019
"HEXA",0.855518332980763
"WDR43",0.855466536627117
"EML1",0.855466437043612
"GABBR1",0.855117229185856
"IDH3B",0.854939552418401
"MBNL2",0.854798530641094
"MYOM1",0.854772241670617
"SYNDIG1",0.854690054668211
"TMC6",0.854530994699769
"COL6A2",0.854506834825532
"COLGALT2",0.854461441032862
"SLC27A1",0.8543820061363
"MYH7B",0.854366060972469
"PXK",0.854080051498904
"HSPA1L",0.85390906612052
"SDF4",0.853801748908255
"EIF3G",0.853722841152537
"SRSF9",0.853674608517029
"CD63",0.853338668945836
"KRT31",0.853221391266122
"HYAL2",0.853200125205173
"PLXDC1",0.852899544743715
"USP54",0.852745244643925
"NPAS3",0.852658730430144
"INPP1",0.852601406549901
"MFAP3L",0.852503912046787
"AATK",0.852294342646303
"PFN1",0.852276717978015
"SLC7A10",0.852151450886695
"SNPH",0.852057856008163
"DARS2",0.85202635859495
"FAF1",0.851975567357392
"POLR3D",0.851947787279771
"KLHL7",0.851654673282143
"AGRN",0.851549341142652
"FIBCD1",0.851480220955358
"SLC16A1",0.851332868121736
"ACVR1B",0.851272806956328
"SLC25A23",0.851104933444223
"SHOC2",0.851088884487246
"KNSTRN",0.850947417390683
"LRRN3",0.850863266329377
"CTSZ",0.850794937434026
"SMAD2",0.850387885122919
"TGFB1I1",0.850229345383492
"TNR",0.850053122010587
"BIN1",0.849870232961645
"GEMIN2",0.849803509629937
"TMEM177",0.849712371774755
"IFNAR1",0.849645281073113
"SMAP2",0.849505181815292
"SNX17",0.849271858063864
"SCAND1",0.849066949389703
"RAB3IP",0.849013896667604
"ZDHHC20",0.848015818814188
"CUL4A",0.847960360966048
"YAF2",0.847923951118818
"KRIT1",0.847739899068392
"CHMP7",0.847704558671281
"TTC5",0.847481804123155
"POLR3A",0.84717991733481
"THRAP3",0.846982354445302
"SPECC1",0.846919909454669
"REPS2",0.846665465319607
"TMX4",0.846093964334336
"CBFA2T3",0.84579815881529
"RAPGEF4",0.845571578998593
"NXPH1",0.845460422780141
"STRIP1",0.845333546672657
"NFX1",0.845212236701098
"AIF1L",0.845093235524197
"ASAP2",0.845039346975152
"CELF6",0.84500836485289
"ANKRD39",0.84473445992403
"HCN4",0.844676897725102
"SIRT5",0.84454801300576
"FANCF",0.844433253639879
"FGF14",0.844423449156075
"TBC1D16",0.844142487983423
"CDIPT",0.843908998296163
"MOCS1",0.843766533567608
"CNDP1",0.84369187257858
"CSRP2BP",0.843590781347579
"NFS1",0.843525735060103
"RPL35",0.843375676516095
"TMEM38A",0.843112786104772
"TADA3",0.843104149180768
"BBS12",0.842914971461397
"SLC7A6",0.842845054774895
"PHYHD1",0.842700949727431
"SLC18B1",0.842369799615286
"PKN1",0.841971731154994
"SNAP25",0.841689611419241
"RALYL",0.841681172564841
"UCN",0.841637381854777
"AGPAT5",0.841356120065182
"KATNAL1",0.841314306176413
"SLC35E3",0.840730498517683
"MXD4",0.840609033408385
"FAM163A",0.840558676092962
"UFSP2",0.840358923023919
"ACTR8",0.840244626746294
"SH2D3C",0.840168270250386
"RAB40B",0.840153642020381
"ARPC5",0.840132144612943
"ADCYAP1R1",0.839954465766931
"LGI1",0.839835833954271
"HIAT1",0.83982303601782
"CCBL2",0.839687197226958
"BRF2",0.839669455165609
"SLC22A6",0.839632735237184
"KCNK9",0.839274294761234
"CAPN3",0.839161669706936
"UBTD1",0.839136634325199
"HEATR1",0.8390642924952
"SAPCD1",0.838743131200949
"HAPLN2",0.838542945834213
"QARS",0.838461722708637
"C5orf15",0.838432343907315
"TRIM28",0.838389482432604
"PTGDS",0.838244690398398
"MFSD6",0.838085377526179
"KCNQ2",0.838001862659162
"PLEKHG5",0.837999603398714
"ZSCAN32",0.837891803075123
"COL9A3",0.837771299593462
"DMTN",0.837766970133847
"PIK3C2A",0.837760640107526
"PPFIBP1",0.837556913126708
"FAM149B1",0.837528801452626
"PDE1B",0.837422075103414
"PRRC2B",0.836595903563716
"MXRA7",0.836500446866041
"RASGRP1",0.836265818093269
"LMAN1L",0.836265127237481
"CCDC163P",0.836050172726988
"C2orf82",0.836020946133185
"ZNRF2",0.836007415573212
"FAM20A",0.835958926460097
"SYS1-DBNDD2",0.835945710251287
"CLU",0.835841936834886
"CCDC28A",0.835810482999549
"LGR4",0.835565318236082
"RABL3",0.835496748635951
