"","MD Thalamus - R2"
"WFDC2",0.983936711133669
"SAPCD2",0.983927415189159
"PANK3",0.983922070603782
"CDV3",0.983913802349876
"CEP170",0.983879658406558
"SYNCRIP",0.983830062121335
"CCDC159",0.983815486227053
"SLC35C1",0.983789004258927
"SLC12A2",0.983705884772231
"DTD1",0.983504459884271
"MSL1",0.983502989418016
"GID8",0.983456570261117
"TAS2R14",0.983379214605675
"TOX3",0.983324238237838
"EFTUD1",0.983323887321378
"FZD4",0.983275337888597
"PBX3",0.983254729900118
"ZBTB34",0.983231948146848
"L3MBTL3",0.983216704395464
"LANCL2",0.983191817202572
"ALDH3A2",0.983191514500285
"TSC22D2",0.983155415454643
"RALGPS1",0.98312269037485
"ZNF804A",0.98311459807
"HBM",0.98308990412757
"ZWINT",0.983078354860381
"ALAS2",0.983062572376282
"YES1",0.982979800462749
"TBC1D9",0.982947935494352
"ELN",0.982937504830871
"STOML1",0.982900774149308
"ZNF292",0.982843197257857
"CHRNA2",0.98281383341451
"RASGEF1C",0.982801194040879
"NGFRAP1",0.982760072147831
"PAQR8",0.982642365486201
"CREB1",0.982564635217331
"RNF20",0.982544621023993
"AREL1",0.982530755383098
"VPS52",0.982487746013336
"SYT13",0.982479815974063
"SETDB1",0.982464008316339
"ACADVL",0.982436710221907
"RTN1",0.982426743926611
"PCSK1",0.982377973832847
"SYNRG",0.982309085709969
"LYPD5",0.982253334912035
"TUBB2A",0.982248198777826
"LY6E",0.982242338661419
"FABP7",0.982169812992557
"KCTD20",0.982135781048728
"GPRC5B",0.982129788601706
"ATAD1",0.982112345128143
"MBTPS2",0.982103577324036
"KLHL9",0.982084267468983
"FAM3A",0.981996263074374
"FGF13",0.981937855081453
"CASP3",0.981930476551796
"MAP4K3",0.981876254471072
"LYRM9",0.981865425303692
"ZKSCAN1",0.981838770156351
"BRD3",0.981827510393498
"RUVBL1",0.981826144312849
"ALAD",0.981823051545117
"MAZ",0.981809970638199
"MID1",0.981768659879373
"SNRPN",0.981763365622615
"ZNF33A",0.981747859596961
"RC3H2",0.981713712613071
"FOXJ2",0.981663037803103
"TNPO3",0.981631000855093
"XRN2",0.981597243276483
"KIAA0430",0.981586882483302
"SLC25A18",0.981477625277718
"WDFY3",0.98143528028953
"CLDN5",0.981371409864354
"AKT3",0.981362192941418
"PLXNC1",0.981286022533522
"PRDM2",0.981285209667014
"GSPT1",0.981247747688591
"PLCD3",0.981245739819521
"KLHL36",0.981230271070236
"MCPH1",0.981214276453096
"XRCC5",0.981174670791525
"KLHL8",0.98114175252022
"NXN",0.981128357401353
"C9orf64",0.981069919929527
"ZNF623",0.981054361457442
"SRPX",0.981031871794744
"S1PR1",0.980944157433433
"SHROOM2",0.980930539408081
"PTK2",0.980928197222722
"FAM8A1",0.980892426629237
"MRPL28",0.980830591324358
"IPO13",0.980738415131193
"IDS",0.980719739509518
"COIL",0.980713385743467
"CPQ",0.980702355127629
"HRAS",0.980698043647786
"AGL",0.980684808083267
"MAST4",0.980648459767277
"STMN4",0.980592832179181
"TPR",0.980568245890903
"MGLL",0.98053518138521
"RPS2",0.980512539041396
"RPS23",0.980417925570397
"SCN1B",0.980413027705688
"PACSIN3",0.98036074467448
"FRMD4A",0.980316017494725
"ZNF518B",0.980295569076745
"TENM2",0.980228372488556
"PAAF1",0.980213594411423
"RIMKLB",0.980167758336369
"SYT4",0.980153818354222
"GLDN",0.980127765642937
"SLC2A8",0.979970896251646
"LRFN4",0.979969210007787
"KIAA0895",0.979900897737
"EPHB2",0.979883405687231
"ENHO",0.979817486742682
"SS18L1",0.979808942934542
"ATXN10",0.979740315364726
"ZFP28",0.979734523385067
"GATA3",0.979700710554589
"NCOR1",0.979652039065931
"SDC1",0.979625339356063
"PALM2",0.979610032862783
"ZNF148",0.979567570184099
"ARFGEF1",0.979541246364886
"CCDC176",0.979538424625536
"ADRBK2",0.979516387880974
"CDKL2",0.979507665974869
"C12orf75",0.979445808333051
"PRSS27",0.979360379487467
"NDN",0.979356269764052
"GRIN2C",0.979337503141418
"GRK5",0.979285362433993
"EFNB2",0.979237869795309
"GRIN2A",0.979131819439035
"CELF1",0.979105057271206
"PCGF3",0.979059843511894
"SNHG14",0.979045074111695
"STRBP",0.978974873197105
"CNOT6",0.97895869677366
"NSMF",0.978946878567499
"GTF3C4",0.978835468902393
"FUT8",0.978821051805207
"EPC2",0.978786180310357
"MSI2",0.978785092665658
"SRPK1",0.978723402515038
"CSPG5",0.978718878833122
"SH3GLB1",0.978693215544143
"RNF111",0.978615071268603
"ETNPPL",0.978468789136409
"EPDR1",0.978453643671702
"CCDC86",0.978375700488245
"CHST1",0.978355384231701
"TUSC3",0.978352195513841
"TSTD1",0.978335395647639
"PERP",0.978333154507928
"DTX4",0.97825978262646
"BCL7B",0.978252370938776
"TRIO",0.978224642281027
"GAP43",0.978151968822083
"C1QTNF1",0.978106892145811
"ACSL6",0.978044541460084
"PRKAA1",0.977953862682119
"ATP9A",0.977899885485778
"SLTM",0.977886536966263
"PROCR",0.977834516446512
"CNTN2",0.977815558868089
"H1FX",0.977802783618356
"JAKMIP2",0.977798239266838
"ME1",0.977796087074032
"KLF12",0.977763790650458
"AACS",0.977760440957997
"GLUD1",0.97771260597892
"MGP",0.977683372014486
"DCLRE1B",0.977646420496863
"WDR36",0.977619468033561
"KLHL12",0.977583485275433
"NACC2",0.977578419459113
"DUS2",0.977577885036592
"AGO4",0.977476387221796
"ST8SIA4",0.977444958422333
"DPP3",0.977261703478804
"SMURF1",0.977199178104503
"CHCHD6",0.977154075091919
"KLK5",0.977130602587534
"ARHGAP24",0.977035818874469
"ZNF131",0.977021875344646
"UBR2",0.976976990692227
"RNF38",0.976975388637455
"NR2F1",0.976968593582227
"ZNF397",0.976963561583772
"R3HDM1",0.976727538326165
"UBXN7",0.976662813095364
"PMM1",0.976639053308348
"ZZZ3",0.976626633649777
"SNURFL",0.976611229913242
"SRSF1",0.97654028589868
"MYCN",0.976517952468887
"SNX1",0.976506357712297
"ACTR1B",0.976479125550481
"NEGR1",0.976437716675699
"RACGAP1",0.976381427987465
"DUSP12",0.976379776653144
"CORO1C",0.976158982086684
"MON2",0.976051887880288
"CASP9",0.976029063598804
"VKORC1L1",0.975999574037144
"RNF180",0.975988806316611
"POLR1B",0.97596817570212
"UBE3C",0.975922740091744
"SMIM3",0.975909970029912
"CELF5",0.975888617139065
"ARHGEF7",0.975880109125092
"LPHN2",0.975870518563759
"PRCC",0.975795153851534
"KRR1",0.975669048135359
"PKD2",0.975665928720553
"KIAA1430",0.975617607685943
"C7orf50",0.975603740498372
"STRN4",0.975582794863266
"LRFN5",0.975565050266796
"FAM171A2",0.975523522840537
"EPHB3",0.975502687760418
"SRPRB",0.975473577526062
"TKT",0.975438082694594
"BCL2L2",0.975367045856955
"LRP6",0.975360705402545
"TMEM65",0.975232199786827
"CEP104",0.97516543333526
"GLE1",0.975161941269007
"PRKAB2",0.975099987484773
"TNFSF12-TNFSF13",0.975070275851294
"NIPSNAP1",0.975035143222756
"LRRC40",0.975026956995374
"HSD17B8",0.975007835964272
"ASPH",0.975006266936562
"CTSA",0.974928026037864
"PPL",0.974752840684404
"KIF5B",0.974702539219204
"ERP29",0.974685952056012
"SLC13A3",0.974658851503096
"TNFSF13",0.974635857984377
"ENOX1",0.974556738177065
"BCAT2",0.974545595415046
"PACS1",0.974475196124832
"FKBP1B",0.974297392052396
"DNAH10OS",0.974226873597839
"GPATCH4",0.974184198320398
"ARAP2",0.974149069112302
"FBXO3",0.974127546774875
"TSC22D4",0.974070766393089
"GALNT15",0.974038727591326
"BBS9",0.974026648815462
"FAM89B",0.974016839801607
"NCAM1",0.973986033946911
"ABTB2",0.973955926322254
"EDEM2",0.973915996957911
"KIAA1211",0.973870989728621
"EIF3L",0.973865017662543
"SPAG9",0.973679893795155
"SCAPER",0.973643548715227
"PPP4R1",0.973592063497921
"NCOA3",0.973556614789027
"GP1BB",0.973524911571765
"KCNN1",0.973523174889799
"DOK5",0.973516229255055
"UBR5",0.973395286630012
"C9orf91",0.973345605680438
"MTCH2",0.973298827318408
"IFI27L2",0.973252023655127
"SFPQ",0.973248589142882
"SDC2",0.973181808409796
"ZBTB41",0.973092825192583
"ZNF627",0.973069847032691
"RPL29",0.973055436459987
"PODXL2",0.972996825884878
"RSBN1",0.972937732149756
"CELF3",0.972934287985094
"MRPL38",0.972869354375494
"SNURF",0.972802640649025
"MPHOSPH8",0.972791960922497
"AIFM3",0.972787407548107
"SERGEF",0.97276871191178
"ISOC1",0.972706348947304
"GLOD4",0.97269920417027
"ASNA1",0.972690786481478
"SMS",0.972659900207181
"PPP1R3E",0.972654431017138
"MYO6",0.972648175444497
"RAB11A",0.972579770626782
"SPIN1",0.972578039616512
"RMDN3",0.972410605172158
"RARB",0.972376952691244
"CARD11",0.972356595216497
"BLOC1S4",0.97232173620785
"RBMXL1",0.972242343899127
"EEF2",0.9721756080775
"OLFM1",0.972111723721585
"ATP6V0C",0.972040624567362
"CCT8",0.972029469455003
"RPUSD1",0.971978045260651
"C1orf21",0.971904342672977
"COPS7A",0.971902867721833
"DNMT3A",0.97176708394422
"KIT",0.971722240490976
"GMPS",0.971715817072287
"WDR47",0.971677433061003
"LRIF1",0.971531497858842
"JUP",0.971500959782974
"RAP2B",0.971359080050024
"RRAS2",0.971342430649214
"UBTD2",0.971325986884201
"NBAS",0.971221617103413
"ZNF71",0.971219899027493
"SYNE4",0.971123652926851
"DUSP1",0.970936001067638
"TRIM36",0.970880391949416
"GPD2",0.97082509484252
"DLG5",0.970729829968467
"KIAA0895L",0.970727261342763
"ARL8A",0.970717867326576
"CTU2",0.970690614525739
"PTH1R",0.970667015221312
"ZNF721",0.970665933313455
"RARS2",0.970617982273069
"ZNF471",0.970604350236867
"BCLAF1",0.970503819071439
"WNT10B",0.970454332991761
"SMG7",0.970392685162623
"PPFIA1",0.970325989763109
"ST8SIA5",0.970281853901648
"ASTN2",0.970195607939476
"SGMS1",0.97008086202484
"CYTH3",0.970012077992897
"CADM2",0.969973324884029
"CAMSAP3",0.969934021598784
"PCGF5",0.96991712027987
"DONSON",0.969904703724472
"DCLRE1A",0.969725706171498
"AP5S1",0.969681408509679
"PCDHAC2",0.969610036469807
"ZNF470",0.969592220502354
"ZNF554",0.96958794195865
"DENND4B",0.969547511467768
"SUV420H1",0.969481545929841
"DROSHA",0.969422173357099
"PI4K2A",0.969409148192444
"SLC9A6",0.969243961668588
"CKAP4",0.969154441878025
"ZNF385D",0.969136305480888
"ZMYM2",0.969118448058505
"RUSC1",0.969081879626707
"NR1H2",0.969069465288456
"DENND5A",0.969064888418307
"PCSK6",0.969050427123843
"HSPB8",0.968858243155911
"RPRM",0.968778758475506
"SYT3",0.968716209261884
"ADC",0.968537367454221
"TPST2",0.968521840476225
"XPO5",0.968415714398815
"PTPDC1",0.968389394597014
"DDX19B",0.968297175849332
"MTMR9",0.968266182822255
"KLHL18",0.968263411915093
"MPST",0.968188263283223
"ALDH6A1",0.968160177261012
"RPL4",0.968100549375631
"MAPK1IP1L",0.968089838103169
"CORO7-PAM16",0.968071770037531
"GALNTL6",0.968060230996367
"NCOA5",0.967997607544965
"NPY",0.967944396549584
"HKR1",0.96784903289625
"KLF15",0.967815432156101
"ABHD16A",0.967799572196183
"DNAJA3",0.967537101930287
"CEP89",0.967530259690134
"FAM84A",0.967527566320324
"EIF4H",0.967513902095452
"ZNF821",0.96748792370918
"ASB13",0.967322584264521
"NAP1L5",0.96731055504742
"NFIB",0.967241568390733
"PPAPDC3",0.96722834615439
"CARTPT",0.967154684161627
"PSD",0.967132759644053
"ANXA3",0.967124715436498
"CSRP1",0.967103990961964
"PPP1R21",0.967002028558681
"PHACTR1",0.966967815388426
"DNAJB12",0.966939429257495
"HEBP1",0.966912992800592
"NSF",0.966910283822601
"CLASP1",0.966834968776801
"TJP1",0.966831822020675
"SORBS1",0.96675085458475
"RELN",0.966700863511191
"CRK",0.966662415217916
"HTRA2",0.966654571734502
"HLF",0.966618368626243
"TBC1D2",0.966589236473156
"ABHD3",0.966543367711681
"BIVM",0.966532161744798
"TTYH1",0.966505464489051
"RHBDD2",0.966427622733308
"AGK",0.966419782451676
"GFOD2",0.966222844650548
"RPE65",0.966146519110282
"SRPR",0.966127183485423
"VPS26B",0.966064213832412
"CDO1",0.966057328333266
"MDN1",0.966037940635143
"GABRB3",0.965969478107681
"CBX7",0.965913423035884
"PAK7",0.965909812394819
"FBXW9",0.965856313560082
"ACAT2",0.965784643222658
"CALR",0.965780121603414
"CYP46A1",0.965779509819606
"GCK",0.965742351776948
"ALDOC",0.96562535933117
"KLHDC3",0.965551138331286
"PPP6R3",0.9655244577582
"KIFAP3",0.965520890512642
"HIST3H2A",0.965319725098206
"ZNF14",0.965270740137281
"PPDPF",0.965262232172535
"CDK8",0.965226307451779
"ZYX",0.965214910210183
"SEMA5A",0.965208672164846
"ATG9A",0.965128879767247
"RNASEH2A",0.965060177463196
"TAOK1",0.964944061973401
"SNAPC2",0.964805931395637
"TMEM176B",0.964697723728791
"SQSTM1",0.964695351474202
"EPS15L1",0.964660762500193
"ASH1L",0.964641901150763
"ZBTB47",0.964459528328686
"GART",0.964401790736379
"ELAVL1",0.964377509039329
"ZFP30",0.964109525908099
"PRPS2",0.964102298929221
"RPL39L",0.964018934469297
"MSH2",0.963899851445841
"ARL5B",0.963829843952249
"HAGH",0.963829191382434
"ZFP14",0.963787214231457
"ALKBH5",0.963734067375503
"PCYT2",0.96369644860949
"TCEA2",0.963670180322793
"ZNF827",0.963661375435374
"CASKIN2",0.963650816343675
"RIT2",0.963517260363463
"PADI2",0.963295492161514
"SLC39A6",0.963231738512411
"OSBPL2",0.963221541592367
"SYCE1L",0.963153804081245
"MARCH5",0.963088337798076
"PGPEP1",0.963054252551872
"PRKCI",0.962984859256451
"NRAS",0.962965580756852
"CKAP5",0.96291879475599
"S100A1",0.96285178855383
"DRAP1",0.962803007654541
"KIAA1755",0.962785422390227
"EIF5A",0.962743952805801
"CNDP2",0.962607086102526
"FOXO3",0.962562025491749
"BCOR",0.96252667387563
"C7orf73",0.962477672661391
"TIPRL",0.962421763260259
"PRRT2",0.962254510536798
"MPP1",0.962140278192133
"JAM2",0.962107259619232
"FBXO21",0.96207902033146
"MAG",0.961918944989003
"SNTA1",0.96186874718546
"ZBTB46",0.961831734473384
"SKIL",0.961822646430212
"NUDT16L1",0.961633928674527
"SEC23IP",0.96159622922206
"BPHL",0.961499707487145
"TFAM",0.96147634417416
"TTC3",0.961393395101023
"ZBTB33",0.961372891883319
"SOCS4",0.961334015867832
"LINGO2",0.961244766592503
"MIER3",0.961240100341323
"CALD1",0.961213426355159
"SRSF12",0.961194152368393
"C16orf89",0.961185016174197
"FNDC5",0.961180141850567
"ATRNL1",0.961140870479392
"UTP23",0.96110293457409
"CCDC13",0.961070323575397
"SIPA1L1",0.960977603649154
"ZC3H14",0.960858890487431
"ARL4A",0.960790312283248
"TJP2",0.960746733368635
"GAD2",0.960717242334092
"CRTC2",0.960551803576262
"ZNF703",0.960516979438772
"UBE2R2",0.960429163017236
"HM13",0.96035830659489
"PAIP1",0.960358145524915
"DGKE",0.960302096771376
"HBB",0.960276999423558
"PLEKHH1",0.960200470020659
"C7orf55-LUC7L2",0.960186236742079
"PTPLA",0.960116216569774
"TMEM184B",0.960096927484328
"RAI2",0.96004025903837
"CYC1",0.959900451400209
"DNAJC9",0.959821459303943
"PPHLN1",0.959744119276399
"ADCYAP1",0.959597732356396
"YIF1B",0.959564344564362
"TMCC1",0.959518874214458
"RIOK1",0.959481108409193
"ARL16",0.959447695688873
"SLC6A12",0.959426694996439
"PAFAH1B1",0.959408633156655
"RINT1",0.959285178188265
"ACAT1",0.95915827874919
"PUM1",0.959147215210172
"ATF5",0.959082661434512
"ITCH",0.958976647827097
"DBX2",0.958883599227712
"KCNC1",0.95882171030254
"ECSIT",0.958809426252127
"APAF1",0.95880313940444
"TRIM65",0.958783788298896
"PPIH",0.958757922250571
"GBX2",0.958627762728921
"SUGP1",0.958618882814021
"B3GALT4",0.958597908690751
"CHD6",0.95857560654616
"KIAA0196",0.958562347328355
"ZNF320",0.958556268175021
"ZHX3",0.958544533574001
"IREB2",0.958487787765764
"SHF",0.958371069411174
"FNIP2",0.958369338430103
"SCYL2",0.958359703996385
"MT1G",0.958272355777412
"STARD4",0.958219755191197
"WDR3",0.958196129509559
"COPG2",0.958159929506655
"USP34",0.95814070937512
"SEC14L5",0.958075246874673
"GORASP1",0.958052628214417
"ERCC3",0.95802493632687
"TFRC",0.957973700804831
"SRRM5",0.957965376874536
"SSBP3",0.957933936585978
"PTCD2",0.957920253765817
"HECTD1",0.957796627599074
"FUT11",0.957789741671629
"CIDEB",0.957651240203004
"GMPPB",0.957641559456878
"KHK",0.95763825904714
"TAP2",0.957597768622726
"ZNF576",0.957559953426046
"PLEKHM1",0.957539769598752
"PAFAH1B2",0.957533297203164
"SSSCA1",0.957516658014919
"AMIGO3",0.957485048457025
"ZMYND11",0.957479698442438
"ARMCX5",0.957421433243606
"KCTD10",0.957391621673103
"ANKRD13D",0.957359012608379
"VPS8",0.957356315733608
"ISYNA1",0.957305908943477
"FSTL5",0.957293426414313
"LDB2",0.957164741543404
"AP1G1",0.957144739135937
"MEGF10",0.957106905028352
"CHMP1B",0.956869631734008
"SMIM12",0.956853515980804
"DBNDD1",0.956843084409801
"PDZRN3",0.956718160073274
"ARHGAP18",0.956706575667168
"PTMA",0.956697413309733
"NUDT10",0.956625819874224
"CD55",0.956604452857025
"EEF1A1",0.956458162831352
"SESTD1",0.956271369557778
"CAMKK2",0.956216398700066
"ATE1",0.956068644280505
"GNB2",0.955896739123699
"RAPH1",0.955808448271735
"OGT",0.955793399522388
"FUCA1",0.955757376356722
"C5orf66",0.955710910205453
"DCAF8",0.95570745278377
"DOC2A",0.955557877901806
"RNMT",0.955499472960911
"SMC1A",0.955465117498218
"ALDH1A1",0.955448591432037
"BRD9",0.955441422025444
"CRCP",0.955291888309222
"NT5C3B",0.95522763836391
"TFEB",0.955219388907533
"TMEM229B",0.955138535318693
"HMBOX1",0.955065964393058
"ATP13A3",0.955058914443337
"FAM167A",0.954900113719794
"EFEMP1",0.954899707093294
"KIRREL",0.954847430285231
"CDC7",0.954816852286879
"APOC1",0.954808394913903
"RUNDC1",0.95479188798814
"ZIC1",0.954768608711116
"ZNF281",0.954669185835239
"C11orf87",0.954625450821498
"SEMA3F",0.954521229679413
"GTF2A1",0.954509711251097
"SNX4",0.954425111004289
"CA14",0.95441549947234
"PRAF2",0.954414091731832
"OAF",0.954334006063374
"WDR1",0.954317883784092
"DEFB1",0.95431497941823
"ANO6",0.954312478375873
"TMF1",0.954252905511279
"PTEN",0.954237703173235
"SLC41A2",0.954197450580327
"CCNI",0.954027779547684
"FAN1",0.954016324998851
"UBR1",0.953955471117849
"TMTC2",0.953871813075254
"ELAVL4",0.953856344077301
"NCSTN",0.953841302382297
"REC8",0.953814573853812
"GOLT1A",0.953582534719262
"PCYT1A",0.953560401160683
"PIGN",0.953428296982124
"PLA2G5",0.953387610782924
"NDUFS8",0.953323661057614
"ZNF569",0.953293824201201
"RFK",0.953289699103039
"PPP3CC",0.953224406904929
"SPG11",0.953180097183811
"ABCC5",0.953169328865559
"PROX1",0.953056851246087
"ADAT1",0.953020800523561
"LRRTM4",0.952997662307309
"SLAIN2",0.95295624269804
"TAOK3",0.952857679431419
"KRI1",0.95261713392501
"BABAM1",0.952563526511078
"PRRT1",0.952537645602694
"C2orf44",0.952465576877815
"POMT1",0.952411830622307
"NCAM2",0.952321287933559
"TBC1D17",0.952294659284622
"SRD5A1",0.952200103405399
"RAB5B",0.952199230456761
"PHTF1",0.952140706104172
"C17orf58",0.952087546706308
"SDF2L1",0.952028639979308
"NCK2",0.952005253217274
"ZNF37A",0.951994893344705
"CCT7",0.951981217447963
"MYO10",0.951964983355974
"KPNA2",0.951938252154858
"ECI1",0.951816792427059
"JADE2",0.951804140137536
"MBD2",0.951708372369838
"UBXN2B",0.95151584308888
"RUVBL2",0.951402815712443
"PLA2G4C",0.951312630813792
"ZBTB9",0.951235425870709
"POLR1E",0.951095209612959
"SCAF8",0.951053233763385
"B3GALNT1",0.950936898135699
"CCDC80",0.950903733182368
"BIRC2",0.950888677380664
"ZRANB1",0.950880152961392
"ADSS",0.95086060722491
"ARFGAP3",0.950767220805658
"NMT1",0.950681104552357
"DYSF",0.950656879644768
"SPAST",0.950000031106085
"DBR1",0.949916951020968
"SORT1",0.949914260749974
"SLC12A9",0.949883252013216
"KDELR2",0.94983554110923
"IQSEC3",0.949824569457233
"STMN2",0.949665335908218
"DDX25",0.949656844323617
"SSFA2",0.94965025234764
"PXDC1",0.949583128106177
"SPNS1",0.949534399217886
"SCMH1",0.949521967829118
"GSTA4",0.949455358764789
"PGAM5",0.949424726773394
"B4GALT5",0.949412083271812
"MMD",0.949405237381711
"TEK",0.94931272735064
"ERBB3",0.949208327424614
"CD200",0.949199520778199
"PTPRK",0.948948006654129
"PIP4K2B",0.948938684174987
"SERBP1",0.94877919357906
"SLC39A13",0.948764008563864
"MCAM",0.94874081917287
"CEP19",0.948641446142192
"ZNF830",0.948636398394465
"CXCL14",0.94852962169877
"COA7",0.9484700051377
"AHCYL2",0.94843478719901
"CD47",0.948380304936357
"RCAN3",0.94837804161686
"RNASEK",0.948304179281202
"ZNF260",0.948248290739844
"PPP1CA",0.948247208050753
"SIK3",0.948044584547241
"ANKRD34A",0.948000467269001
"DIP2C",0.947993161805378
"MSH6",0.947985237865289
"NSD1",0.947970782377779
"ZMYM4",0.947903687409299
"RPL22",0.947892937092985
"BCL7A",0.947828728253404
"UBE2J1",0.947716128605113
"PAK2",0.947552060384313
"YME1L1",0.947511544145138
"NR2F2",0.947455314641935
"USP47",0.947389456471977
"COQ9",0.947346824288632
"PCDHA3",0.947336250667933
"ALG13",0.947328662855137
"TNIK",0.947312436595221
"NUCKS1",0.94727497323609
"CAMK1",0.947182582556139
"KCTD12",0.946982310749919
"CUL1",0.946886966105339
"HDAC8",0.946770017890378
"RCC2",0.94676012049501
"C16orf72",0.946709277799232
"CLUL1",0.946700709680412
"DOCK7",0.946673834324207
"KIAA1161",0.946665158397229
"SLC25A15",0.946534232850678
"CCNA1",0.946436565805901
"SUSD4",0.946270902584904
"FNDC4",0.946235941547154
"SIRT1",0.946202200829248
"ZDHHC12",0.946168530545244
"KIF2A",0.946121069020723
"RPL7",0.94601317249641
"AFAP1L2",0.945958423982448
"SERPINB1",0.945887848233621
"ADCK2",0.945838405348563
"SLC16A14",0.945733956271949
"MAP3K4",0.945717367828257
"CEP41",0.945674385247999
"SLC25A17",0.945638653158613
"ARSG",0.945609709625172
"TTC21B",0.94549803187943
"C2orf43",0.945442369859441
"NRXN1",0.945211450144987
"HSDL2",0.945211176316596
"ZMYND8",0.945201753687399
"C12orf44",0.945198738935443
"TIMM13",0.945029542602106
"LEMD3",0.944997687738366
"FBXL19",0.944922690000938
"ZNF45",0.944743944386592
"CEP120",0.944688351702082
"HEPN1",0.944677060516477
"CNTNAP4",0.944608709834323
"CLIP4",0.944578871813161
"C12orf4",0.944571654303608
"CYB5R1",0.944535774440402
"TNFSF12",0.9444903684235
"DCTPP1",0.944482137287587
"SLC9A3R1",0.944415183196166
"REPS1",0.944398464905554
"ECSCR",0.944256046322876
"TRIM41",0.944255117540923
"MFSD4",0.944251324880407
"CAST",0.944250792274468
"CSNK1E",0.944238424207286
"FAM47E-STBD1",0.944117620666011
"ALDOA",0.944113604631824
"ASAP1",0.94411024708661
"OSBPL8",0.943959566716986
"TUSC2",0.943938928331909
"PCOLCE",0.943898021374971
"PCDHA10",0.943842178074643
"PCDHA6",0.943808450824571
"DHX15",0.943732746191841
"PCDHA4",0.943701829633635
"LIMCH1",0.943423884988423
"TEF",0.943331208795447
"PCDHA2",0.943263361943477
"AFF3",0.943184036177954
"CAMSAP2",0.943177356978979
"CBX1",0.943025190999907
"PCDHA13",0.942973530361239
"TRAPPC11",0.942929104715886
"LRRC16A",0.942883398313967
"MAP6D1",0.942843485634202
"GPM6A",0.942652615669028
"PCDHA1",0.942577971024837
"MLLT11",0.942459515783156
"UBXN1",0.942444212078642
"FECH",0.942411910528158
"AGT",0.942221395571509
"PDE10A",0.942173464977814
"PCDHA11",0.942119640577762
"RNF157",0.942057606787114
"ARRDC3",0.942055033499053
"FCHSD1",0.94200403106383
"DAZAP2",0.941982525698442
"FAM110B",0.941876170607806
"LMAN1",0.94175475371901
"USPL1",0.941735975479535
"RPS9",0.941696846001256
"CAPRIN1",0.941626931140997
"GOLGA4",0.941592692119614
"ZNF259",0.941287000151549
"SMAP1",0.941160878173863
"EIF4E2",0.941145379088847
"MAPT",0.94092697601729
"ZNF688",0.940923941059993
"PCDHA8",0.940889180499921
"GRIK3",0.940886794069793
"FGF9",0.940851838200944
"EIF2A",0.940821127588687
"SOGA3",0.940745621958254
"CHML",0.94069885399328
"ITPK1",0.940664223329083
"ZCCHC14",0.940663154287279
"NUDT8",0.940279942762394
"NUDT22",0.940212543915098
"DEK",0.940161136924321
"TBC1D4",0.94001873120917
"B3GAT2",0.939982375120191
"SIKE1",0.939938512112293
"SPINT2",0.939907323492507
"STX12",0.939892255484523
"TMEM150C",0.939759649800853
"INTS7",0.93972393384214
"GM2A",0.939697392511329
"TES",0.939593917035594
"UBA5",0.939467233335719
"GLT1D1",0.939450933455712
"CDK12",0.939439270745918
"HSPA2",0.939397197283275
"CCNT2",0.939337861715667
"GLUL",0.939328921375352
"U2SURP",0.939199635286071
"GCAT",0.939189776179733
"USP38",0.939117032577202
"PCDHA7",0.938927564916107
"PCDHA12",0.938883910221868
"KDM4A",0.938810347002073
"IFITM10",0.938805413227493
"RRP36",0.938805166897706
"PDXK",0.938742081683891
"CPNE4",0.938620725106898
"RSF1",0.938609216201538
"PCDHA5",0.938550362685206
"ACOT9",0.938548434015008
"RYBP",0.938400450482144
"C5orf24",0.938295260490546
"PAMR1",0.938222285412252
"DST",0.938204181713562
"TANC2",0.938022213316529
"MSANTD3",0.937993198731193
"BMP7",0.937890497844999
"KIF5C",0.937808307815224
"ZNF428",0.937804707629427
"GIT2",0.937598248217772
"SLC41A1",0.937580607041796
"PIP4K2A",0.937556755766865
"IPO5",0.937544168012697
"CAMK4",0.937533314831835
"SYT17",0.937463102280404
"CHRM2",0.937340727114041
"TOMM70A",0.937319900910475
"MICALL1",0.937308058563045
"ABLIM2",0.937246446636123
"ZNF74",0.937132972515567
"KLHL21",0.93708851977125
"RTDR1",0.9370594857081
"NFASC",0.937050637267367
"C1orf61",0.936910133323709
"HMG20A",0.936857795837195
"CHMP6",0.936828301950821
"TAF2",0.936825639706763
"ABL2",0.936805161508937
"VLDLR",0.936739799327435
"DCP1B",0.936649926675626
"GLRA1",0.936643630872092
"WDR26",0.936599913646459
"PCDHA9",0.936573007215882
"RPS4X",0.936450050806607
"SLC35B4",0.936426891889587
"LCAT",0.936137564847432
"CA10",0.936090718627301
"MCM6",0.935985798050027
"LIN7A",0.935891390074318
"NR2C2",0.935812483406807
"WBP2",0.935730847510414
"IQGAP1",0.935685779344066
"DHX29",0.935634204861117
"NEK1",0.935583214903104
"ELOVL6",0.935572142946466
"TTC33",0.935559758089008
"MED13",0.935495342387317
"TEX264",0.935312022500777
"CDK5RAP1",0.935157282751039
"DEAF1",0.935106792768288
"CALB2",0.935065857142085
"FEM1B",0.934728290436171
"RRAGD",0.934658487539927
"UVRAG",0.934609727033112
"HPCAL1",0.934601464277248
"PLXNA1",0.934594668329637
"USP33",0.934494533908226
"MAP3K2",0.93446219516653
"NAV3",0.934441005233776
"ACAA2",0.934240802907015
"SEMA4D",0.934205554379504
"SUDS3",0.934019561944768
